17:00,40,9,,,,,,,
18:00,40,12,,,,,,,
19:00,40,5,,,,,,,
20:00,40,12,,,,,,,
21:00,40,14,,,,,,,
22:00,41,10,,,,,,,
23:00,41,10,,,,,,,
Avg,40,18,,,,,,,
Max,41,41,,,,,,,
Hr. of Max,23,04,,,,,,,
Min,39,5,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/6/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,41,10,,,,,,,
01:00,41,11,,,,,,,
02:00,41,2,,,,,,,
03:00,41,7,,,,,,,
04:00,41,12,,,,,,,
05:00,41,12,,,,,,,
06:00,41,15,,,,,,,
07:00,41,16,,,,,,,
08:00,40,16,,,,,,,
09:00,40,13,,,,,,,
10:00,40,14,,,,,,,
11:00,40,4,,,,,,,
12:00,40,4,,,,,,,
13:00,40,2,,,,,,,
14:00,40,6,,,,,,,
15:00,40,2,,,,,,,
16:00,40,6,,,,,,,
17:00,40,6,,,,,,,
18:00,40,9,,,,,,,
19:00,41,6,,,,,,,
20:00,41,5,,,,,,,
21:00,41,6,,,,,,,
22:00,41,7,,,,,,,
23:00,42,7,,,,,,,
Avg,41,8,,,,,,,
Max,42,16,,,,,,,
Hr. of Max,23,08,,,,,,,
Min,40,2,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/7/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,42,7,,,,,,,
01:00,42,16,,,,,,,
02:00,42,30,,,,,,,
03:00,42,35,,,,,,,
04:00,42,57,,,,,,,
05:00,42,35,,,,,,,
06:00,42,28,,,,,,,
07:00,42,19,,,,,,,
08:00,41,14,,,,,,,
09:00,40,15,,,,,,,
10:00,40,12,,,,,,,
11:00,40,5,,,,,,,
12:00,40,10,,,,,,,
13:00,41,8,,,,,,,
14:00,40,7,,,,,,,
15:00,40,12,,,,,,,
16:00,40,11,,,,,,,
17:00,41,16,,,,,,,
18:00,41,19,,,,,,,
19:00,41,17,,,,,,,
20:00,42,14,,,,,,,
21:00,42,10,,,,,,,
22:00,42,12,,,,,,,
23:00,42,10,,,,,,,
Avg,41,17,,,,,,,
Max,42,57,,,,,,,
Hr. of Max,23,04,,,,,,,
Min,40,5,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/8/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,42,10,,,,,,,
01:00,42,8,,,,,,,
02:00,42,9,,,,,,,
03:00,43,8,,,,,,,
04:00,43,7,,,,,,,
05:00,43,11,,,,,,,
06:00,42,10,,,,,,,
07:00,42,13,,,,,,,
08:00,42,15,,,,,,,
09:00,42,12,,,,,,,
10:00,41,14,,,,,,,
11:00,41,11,,,,,,,
12:00,41,11,,,,,,,
13:00,40,8,,,,,,,
14:00,40,7,,,,,,,
15:00,40,6,,,,,,,
16:00,40,18,,,,,,,
17:00,41,11,,,,,,,
18:00,41,10,,,,,,,
19:00,42,12,,,,,,,
20:00,42,16,,,,,,,
21:00,42,14,,,,,,,
22:00,42,13,,,,,,,
23:00,42,13,,,,,,,
Avg,42,11,,,,,,,
Max,43,18,,,,,,,
Hr. of Max,05,16,,,,,,,
Min,40,6,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/9/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,42,13,,,,,,,
01:00,43,12,,,,,,,
02:00,43,11,,,,,,,
03:00,43,11,,,,,,,
04:00,42,12,,,,,,,
05:00,42,11,,,,,,,
06:00,42,12,,,,,,,
07:00,42,12,,,,,,,
08:00,41,14,,,,,,,
09:00,41,16,,,,,,,
10:00,41 D ,15,,,,,,,
11:00,40,13,,,,,,,
12:00,40,14,,,,,,,
13:00,40,18,,,,,,,
14:00,40,15,,,,,,,
15:00,40,16,,,,,,,
16:00,41,14,,,,,,,
17:00,41,17,,,,,,,
18:00,41,14,,,,,,,
19:00,41,10,,,,,,,
20:00,41,11,,,,,,,
21:00,41,17,,,,,,,
22:00,41,22,,,,,,,
23:00,41,22,,,,,,,
Avg,41,14,,,,,,,
Max,43,22,,,,,,,
Hr. of Max,03,23,,,,,,,
Min,40,10,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/10/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,42,25,,,,,,,
01:00,42,13,,,,,,,
02:00,42,10,,,,,,,
03:00,42,15,,,,,,,
04:00,42,18,,,,,,,
05:00,42,29,,,,,,,
06:00,42,26,,,,,,,
07:00,42,21,,,,,,,
08:00,41,22,,,,,,,
09:00,41,19,,,,,,,
10:00,41,14,,,,,,,
11:00,41,18,,,,,,,
12:00,40,15,,,,,,,
13:00,40,15,,,,,,,
14:00,40,14,,,,,,,
15:00,41,19,,,,,,,
16:00,42,19,,,,,,,
17:00,41,15,,,,,,,
18:00,41,20,,,,,,,
19:00,42,6,,,,,,,
20:00,42,21,,,,,,,
21:00,42,44,,,,,,,
22:00,42,18,,,,,,,
23:00,42,22,,,,,,,
Avg,41,19,,,,,,,
Max,42,44,,,,,,,
Hr. of Max,23,21,,,,,,,
Min,40,6,,,,,,,
Count,24,24,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Glassport High Street,,,,8/11/2016,,,Interval:,001h
,PER_F,PM10,,,,,,,
Hour,PERCENT,UG/M3,,,,,,,
00:00,42,17,,,,,,,
01:00,42,9,,,,,,,
02:00,42,13,,,,,,,
03:00,42,11,,,,,,,
04:00,42,18,,,,,,,
05:00,42,21,,,,,,,
06:00,42,22,,,,,,,
07:00,42,13,,,,,,,
08:00,41,15,,,,,,,
09:00,41,18,,,,,,,
10:00,,,,,,,,,
11:00,,,,,,,,,
12:00,,,,,,,,,
13:00,,,,,,,,,
14:00,,,,,,,,,
15:00,,,,,,,,,
16:00,,,,,,,,,
17:00,,,,,,,,,
18:00,,,,,,,,,
19:00,,,,,,,,,
20:00,,,,,,,,,
21:00,,,,,,,,,
22:00,,,,,,,,,
23:00,,,,,,,,,
Avg,42,15,,,,,,,
Max,42,22,,,,,,,
Hr. of Max,07,06,,,,,,,
Min,41,9,,,,,,,
Count,10,10,,,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/5/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,24.7,.000,.005,.005,.027,.027,,,
01:00,24.5,.000,.005,.006,.024,.024,,,
02:00,24.3,.001,.012,.013,.016,.016,,,
03:00,24.1,.000,.008,.008,.019,.019,,,
04:00,24.0,.000,.007,.008,.018,.018,,,
05:00,23.6,.000,.005,.006,.016,.016,,,
06:00,23.4,.001,.007,.008,.016,.016,,,
07:00,23.1,.003,.008,.012,.020,.020,,,
08:00,23.8,.004,.010,.015,.022,.023,,,
09:00,24.8,.006,.014,.020,.024,.024,,,
10:00,25.5,.004,.013,.018,.033,.033,,,
11:00,26.1,.001,.008,.009,.048,.048,,,
12:00,26.7,.001,.007,.008,.052,.052,,,
13:00,27.3,.000,.007,.008,.052,.053,,,
14:00,27.7,.000,.005,.006,.050,.050,,,
15:00,27.9,.000,.003,.003,.047,.047,,,
16:00,28.3,.001,.008,.010,.040,.040,,,
17:00,29.1,.000,.006,.006,.043,.043,,,
18:00,29.5,.000,.003,.003,.043,.043,,,
19:00,29.1,.000,.004,.004,.037,.038,,,
20:00,28.6,.000,.005,.005,.034,.034,,,
21:00,28.3,.000,.007,.007,.029,.029,,,
22:00,28.0,.000,.015,.016,.017,.017,,,
23:00,26.0,.000,.016,.016,.013,.013,,,
Avg,26.1,.000,.007,.009,.030,.030,,,
Max,29.5,.006,.016,.020,.052,.053,,,
Hr. of Max,18,09,23,09,13,13,,,
Min,23.1,.000,.003,.003,.013,.013,,,
Count,24,24,24,24,24,24,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/6/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,25.2,.000,.009,.010,.018,.018,,,
01:00,24.7,.000,.003,.003,.040,.040,,,
02:00,24.2,.000,.004,.004,.035,.035,,,
03:00,23.9,.000,.004,.004,.036,.036,,,
04:00,23.7,.000,.003,.003,.034,.034,,,
05:00,23.5,.000,.005,.005,.027,.027,,,
06:00,23.5,.000,.002,.003,.026,.026,,,
07:00,23.7,.000,.002,.002,.024,.024,,,
08:00,24.2,.000,.001,.001,.031,.031,,,
09:00,24.7,.000,.001,.001,.037,.037,,,
10:00,25.3,.000,.000,.000,.042,.042,,,
11:00,26.1,.000,.000,.000,.042,.042,,,
12:00,26.6,.000,.000,.000,.043,.043,,,
13:00,26.7,.000,.000,.000,.041,.041,,,
14:00,26.8,.000,.000,.000,.038,.038,,,
15:00,26.9,.000,.000,.000,.038,.038,,,
16:00,27.1,.000,.000,.000,.037,.037,,,
17:00,27.1,.000,.000,.000,.037,.037,,,
18:00,26.6,.000,.000,.000,.035,.035,,,
19:00,25.5,.000,.000,.000,.033,.033,,,
20:00,24.4,.000,.000,.000,.029,.029,,,
21:00,23.6,.000,.001,.001,.027,.027,,,
22:00,23.0,.000,.002,.002,.024,.024,,,
23:00,22.6,.000,.006,.006,.016,.016,,,
Avg,24.9,.000,.001,.001,.032,.032,,,
Max,27.1,.000,.009,.010,.043,.043,,,
Hr. of Max,17,23,00,00,12,12,,,
Min,22.6,.000,.000,.000,.016,.016,,,
Count,24,24,24,24,24,24,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/7/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,22.2,.000,.005,.005,.011,.011,,,
01:00,21.7,.000,.004,.004,.010,.010,,,
02:00,21.3,.000,.003,.003,.006,.006,,,
03:00,20.9,.000,.003,.003,.006,.006,,,
04:00,20.5,.000,.003,.004,.004,.004,,,
05:00,20.1,.001,.003,.004,.002,.002,,,
06:00,20.6,.003,.003,.006,.004,.004,,,
07:00,21.7,.005,.004,.009,.008,.008,,,
08:00,22.7,.015,.013,.029,.010,.010,,,
09:00,23.6,.004,.006,.010,.023,.023,,,
10:00,24.9,.000,.002,.003,.034,.034,,,
11:00,25.8,.000,.000,.000,.039,.039,,,
12:00,26.4,.000,.000,.000,.039,.039,,,
13:00,26.8,.000,.000,.000,.038,.039,,,
14:00,27.0,.000,.000,.000,.042,.042,,,
15:00,27.5,.000,.000,.000,.047,.047,,,
16:00,27.5,.000,.000,.000,.046,.046,,,
17:00,27.2,.000,.000,.000,.041,.041,,,
18:00,27.0,.000,.000,.000,.035,.035,,,
19:00,25.8,.000,.000,.000,.032,.032,,,
20:00,24.6,.000,.000,.001,.029,.029,,,
21:00,23.8,.000,.001,.001,.027,.027,,,
22:00,23.0,.000,.002,.002,.023,.023,,,
23:00,22.5,.000,.004,.004,.018,.018,,,
Avg,23.9,.001,.002,.003,.023,.023,,,
Max,27.5,.015,.013,.029,.047,.047,,,
Hr. of Max,16,08,08,08,15,15,,,
Min,20.1,.000,.000,.000,.002,.002,,,
Count,24,24,24,24,24,24,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/8/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,22.1,.000,.004,.004,.014,.014,,,
01:00,21.8,.000,.002,.002,.017,.017,,,
02:00,21.5,.000,.002,.002,.014,.014,,,
03:00,21.2,.000,.003,.003,.013,.013,,,
04:00,20.9,.000,.005,.005,.009,.009,,,
05:00,20.7,.000,.006,.007,.010,.010,,,
06:00,20.7,.000,.002,.002,.015,.015,,,
07:00,20.7,.000,.002,.003,.016,.016,,,
08:00,21.3,.002 D ,.005 D ,.007 D ,.014,.014,,,
09:00,22.5, D , D , D ,.020,.020,,,
10:00,23.6,.001,.004,.006,.026,.026,,,
11:00,24.7,.001,.006,.007,.034,.034,,,
12:00,26.0,.000,.003,.004,.040,.040,,,
13:00,26.7,.000,.000,.000,.048,.048,,,
14:00,27.3,.000,.001,.001,.050,.051,,,
15:00,28.2,.000,.001,.001,.052,.052,,,
16:00,27.9,.000,.002,.002,.053,.053,,,
17:00,28.9,.000,.003,.003,.048,.048,,,
18:00,29.1,.000,.001,.001,.047,.047,,,
19:00,28.8,.000,.003,.003,.041,.041,,,
20:00,28.0,.000,.002,.002,.038,.038,,,
21:00,27.5,.000,.007,.007,.033,.033,,,
22:00,27.1,.000,.009,.010,.028,.028,,,
23:00,24.5,.000,.007,.007,.025,.025,,,
Avg,24.6,.000,.003,.003,.029,.029,,,
Max,29.1,.002,.009,.010,.053,.053,,,
Hr. of Max,18,08,22,22,16,16,,,
Min,20.7,.000,.000,.000,.009,.009,,,
Count,24,23,23,23,24,24,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/9/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,23.3,.000,.003,.004,.032,.032,,,
01:00,22.8,.000,.002,.002,.037,.037,,,
02:00,22.4,.000,.002,.003,.032,.032,,,
03:00,22.0,.000,.004,.005,.026,.026,,,
04:00,21.6,.000,.003,.003,.028,.028,,,
05:00,21.4,.000,.004,.005,.028,.028,,,
06:00,21.3,.000,.006,.007,.024,.024,,,
07:00,21.7,.002,.009,.012,.021,.021,,,
08:00,22.6,.001,.005,.007,.029,.029,,,
09:00,23.5,.000,.002,.003,.038,.038,,,
10:00,24.3,.000,.001,.001,.043,.043,,,
11:00,24.9,.000,.001,.002,.045,.045,,,
12:00,25.5,.000,.000,.001,.045,.045,,,
13:00,26.5,.000,.000,.000,.045,.045,,,
14:00,27.2,.000,.001,.002,.045,.045,,,
15:00,27.6,.000,.000,.000,.046,.046,,,
16:00,28.0,.000,.000,.000,.045,.045,,,
17:00,28.9,.000,.000,.000,.042,.042,,,
18:00,29.1,.000,.001,.001,.038,.038,,,
19:00,28.6,.000,.001,.001,.034,.034,,,
20:00,28.2,.000,.001,.001,.031,.031,,,
21:00,27.8,.000,.002,.002,.027,.027,,,
22:00,27.6,.000,.002,.002,.024,.024,,,
23:00,25.5,.000,.003,.003,.020,.020,,,
Avg,25.0,.000,.002,.002,.034,.034,,,
Max,29.1,.002,.009,.012,.046,.046,,,
Hr. of Max,18,07,07,07,15,15,,,
Min,21.3,.000,.000,.000,.020,.020,,,
Count,24,24,24,24,24,24,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/10/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,24.8,.000,.004,.004,.017,.017,,,
01:00,24.4,.000,.007,.007,.014,.014,,,
02:00,24.2,.000,.005,.006,.016,.016,,,
03:00,24.1,.000,.007,.007,.014,.014,,,
04:00,24.0,.000,.011,.012,.010,.010,,,
05:00,23.8,.002,.014,.016,.007,.007,,,
06:00,23.5,.003,.016,.019,.006,.006,,,
07:00,23.6,.005,.012,.017,.012,.012,,,
08:00,24.2,.004,.008,.013,.018,.018,,,
09:00,25.3,.001,.003,.004,.031,.031,,,
10:00,25.7,.000,.001,.002,.040,.040,,,
11:00, P , P , P , P , P , P ,,,
12:00,27.9 P , P , P , P , P , P ,,,
13:00,28.6,.000,.001,.001,.051,.051,,,
14:00,29.2,.000,.001,.000,.051,.051,,,
15:00,29.8,.000,.001,.001,.046,.046,,,
16:00,29.3,.000,.004,.004,.038,.038,,,
17:00,29.8,.000,.003,.004,.038,.038,,,
18:00,30.2,.000,.002,.001,.038,.038,,,
19:00,29.9,.000,.004,.003,.031,.031,,,
20:00,29.2,.000,.005,.004,.022,.022,,,
21:00,28.8,.000,.005,.005,.023,.023,,,
22:00,28.5,.000,.006,.006,.021,.021,,,
23:00,27.2,.013,.016,.030,.006,.006,,,
Avg,26.7,.001,.006,.007,.025,.025,,,
Max,30.2,.013,.016,.030,.051,.051,,,
Hr. of Max,18,23,23,23,14,14,,,
Min,23.5,.000,.001,.000,.006,.006,,,
Count,23,22,22,22,22,22,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Harrison Township,,,,8/11/2016,,,Interval:,001h
,INT_T,NO,NO2,NOX,OZONE,OZONE2,,,
Hour,DEGC,PPM,PPM,PPM,PPM,PPM,,,
00:00,26.7,.000,.008,.008,.014,.014,,,
01:00,26.5,.000,.009,.009,.011,.011,,,
02:00,26.4,.000,.009,.009,.012,.012,,,
03:00,26.2,.004,.011,.016,.006,.006,,,
04:00,26.1,.014,.015,.030,.001,.001,,,
05:00,25.9,.001,.012,.014,.004,.004,,,
06:00,25.9,.003,.010,.014,.007,.007,,,
07:00,26.2,.006,.011,.017,.009,.009,,,
08:00,26.8,.008,.012,.020,.013,.013,,,
09:00,27.7,.006,.013,.020,.021,.021,,,
10:00,,,,,,,,,
11:00,,,,,,,,,
12:00,,,,,,,,,
13:00,,,,,,,,,
14:00,,,,,,,,,
15:00,,,,,,,,,
16:00,,,,,,,,,
17:00,,,,,,,,,
18:00,,,,,,,,,
19:00,,,,,,,,,
20:00,,,,,,,,,
21:00,,,,,,,,,
22:00,,,,,,,,,
23:00,,,,,,,,,
Avg,26.4,.004,.011,.015,.009,.009,,,
Max,27.7,.014,.015,.030,.021,.021,,,
Hr. of Max,09,04,04,04,09,09,,,
Min,25.9,.000,.008,.008,.001,.001,,,
Count,10,10,10,10,10,10,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Lawrenceville,,,,8/5/2016,,,Interval:,001h
,BP,INT_T,OUT_RH,OUT_T,OZONE,OZONE2,PM10B,PM25B,RWD
Hour,MM/HG,DEGC,PERCENT,DEGC,PPM,PPM,UG/M3,UG/M3,DEG
00:00,739.5,23.3,66.4,26.3,.024,.024,24,11,147
01:00,739.4,23.2,66.4,26.0,.026,.026,20,12,154
02:00,739.3,23.2,68.3,25.7,.021,.021,23,10,161
03:00,739.0,23.2,70.8,25.0,.020,.020,21,11,154
04:00,738.9,23.1,71.2,24.7,.021,.021,20,8,151
05:00,739.0,23.1,71.5,24.5,.018,.018,31,13,147
06:00,739.0,23.0,69.0,25.1,.013,.013,28,10,145
07:00,739.0,22.9,64.1,26.6,.016,.016,29,12,175
08:00,738.6,22.9,60.4,28.2,.026,.026,24,13,208
09:00,738.3,22.9,57.3,29.9,.031,.031,23,13,216
10:00,738.3,23.0,57.2,30.8,.037,.037,26,12,199
11:00,737.9,23.0,56.0,31.6,.043,.043,32,16,188
12:00,737.3,23.0,53.5,32.6,.043,.043,25,9,198
13:00,737.0,23.1,51.5,33.5,.041,.041,28,14,185
14:00,736.6,23.2,55.0,33.1,.037,.037,28,12,179
15:00,736.3,23.2,55.1,33.0,.037,.037,19,13,190
16:00,735.9,23.3,51.2,33.6,.043,.043,21,14,224
17:00,735.7,23.4,52.7,33.2,.045,.045,17,13,218
18:00,735.9,23.4,62.5,31.5,.038,.038,22,11,168
19:00,736.0,23.4,65.0,30.8,.032,.032,19,11,177
20:00,736.0,23.5,66.8,30.2,.031,.031,20,12,166
21:00,736.2,23.5,69.6,29.5,.029,.029,20,12,173
22:00,736.0,23.5,73.1,28.7,.027,.027,24,14,187
23:00,735.8,23.4,75.6,28.4,.025,.025,23,12,194
Avg,737.5,23.1,62.9,29.2,.030,.030,23,12,0
Max,739.5,23.5,75.6,33.6,.045,.045,32,16,224
Hr. of Max,00,22,23,16,17,17,11,11,16
Min,735.7,22.9,51.2,24.5,.013,.013,17,8,145
Count,24,24,24,24,24,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Lawrenceville,,,,8/5/2016,,,Interval:,001h
,RWS,SIGTHETA,SONICWD,SONICWS,,,,,
Hour,MPH,DEG,DEG,MPH,,,,,
00:00,5.2,16.2,148,5.4,,,,,
01:00,6.8,17.3,155,7.2,,,,,
02:00,5.5,16.8,162,5.8,,,,,
03:00,4.8,15.5,154,4.9,,,,,
04:00,4.1,17.8,153,4.3,,,,,
05:00,2.8,28.3,147,3.0,,,,,
06:00,3.5,24.7,146,3.8,,,,,
07:00,3.6,27.7,173,4.0,,,,,
08:00,4.9,22.4,209,5.4,,,,,
09:00,3.3,45.3,216,4.0,,,,,
10:00,3.8,43.2,198,4.9,,,,,
11:00,4.7,32.2,188,5.5,,,,,
12:00,5.9,26.9,198,6.7,,,,,
13:00,6.3,28.7,185,7.1,,,,,
14:00,9.8,23.7,178,10.6,,,,,
15:00,8.4,22.8,190,9.1,,,,,
16:00,7.1,26.8,224,7.8,,,,,
17:00,6.1,24.7,216,7.0,,,,,
18:00,6.5,18.4,168,6.8,,,,,
19:00,4.8,21.5,177,5.2,,,,,
20:00,5.2,17.0,166,5.4,,,,,
21:00,4.5,18.6,172,4.7,,,,,
22:00,4.6,21.3,187,4.9,,,,,
23:00,4.7,21.7,193,5.0,,,,,
Avg,5.2,24.1,179,5.7,,,,,
Max,9.8,45.3,224,10.6,,,,,
Hr. of Max,14,09,16,14,,,,,
Min,2.8,15.5,146,3.0,,,,,
Count,24,24,24,24,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Lawrenceville,,,,8/6/2016,,,Interval:,001h
,BP,INT_T,OUT_RH,OUT_T,OZONE,OZONE2,PM10B,PM25B,RWD
Hour,MM/HG,DEGC,PERCENT,DEGC,PPM,PPM,UG/M3,UG/M3,DEG
00:00,735.8,23.4,80.2,27.5,.026,.026,25,14,238
01:00,735.7,23.4,83.6,26.3,.035,.035,18,15,216
02:00,735.6,23.4,81.3,26.2,.041,.041,16,10,225
03:00,735.2,23.4,83.6,25.9,.036,.036,18,8,248
04:00,735.3,23.3,83.7,26.2,.032,.032,20,13,234
05:00,735.6,23.3,84.6,26.1,.028,.028,23,10,248
06:00,735.7,23.2,83.9,26.4,.023,.023,21,9,252
07:00,736.0,23.2,80.5,27.0,.025,.025,25,16,303
08:00,736.1,23.2,75.0,27.4,.032,.032,27,13,307
09:00,736.1,23.2,68.8,28.4,.036,.036,25,11,321
10:00,736.4,23.1,58.3,28.7,.036,.036,28,12,328
11:00,736.5,23.0,51.7,29.8,.039,.039,24,10,323
12:00,736.4,23.0,46.1,30.2,.040,.040,22,12,322
13:00,736.4,23.0,42.2,30.4,.039,.039,19,10,310
14:00,736.2,23.0,40.3,30.7,.040,.040,20,6,311
15:00,736.0,23.1,37.0,31.1,.039,.039,19,8,311
16:00,735.8,23.2,36.3,31.6,.038,.038,20,7,323
17:00,735.8,23.2,38.7,31.2,.036,.036,18,8,336
18:00,736.1,23.2,41.1,30.0,.035,.035,16,8,334
19:00,736.8,23.2,46.0,28.1,.033,.033,23,7,336
20:00,737.5,23.2,50.9,26.4,.030,.030,12,5,328
21:00,738.0,23.3,55.5,25.2,.026,.026,16,7,316
22:00,738.0,23.2,59.0,24.0,.024,.024,15,6,317
23:00,738.2,23.2,65.7,22.9,.018,.018,27,8,325
Avg,736.3,23.2,61.4,27.8,.032,.032,20,9,0
Max,738.2,23.4,84.6,31.6,.041,.041,28,16,336
Hr. of Max,23,03,05,16,02,02,10,07,19
Min,735.2,23.0,36.3,22.9,.018,.018,12,5,216
Count,24,24,24,24,24,24,24,24,24
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Lawrenceville,,,,8/6/2016,,,Interval:,001h
,RWS,SIGTHETA,SONICWD,SONICWS,,,,,
Hour,MPH,DEG,DEG,MPH,,,,,
00:00,1.5,32.4,212,4.6,,,,,
01:00,4.6,24.8,207,5.6,,,,,
02:00,2.9,30.3,230,3.3,,,,,
03:00,3.5,24.9,250,3.9,,,,,
04:00,4.5,18.2,233,4.7,,,,,
05:00,3.5,25.6,253,3.8,,,,,
06:00,2.9,31.6,259,3.2,,,,,
07:00,4.5,20.4,304,4.8,,,,,
08:00,5.6,18.7,307,5.9,,,,,
09:00,5.5,23.0,323,5.9,,,,,
10:00,7.0,25.4,330,7.6,,,,,
11:00,6.7,27.4,325,7.3,,,,,
12:00,8.3,19.9,322,8.8,,,,,
13:00,8.8,20.9,311,9.4,,,,,
14:00,8.7,20.3,313,9.2,,,,,
15:00,8.6,17.0,311,9.1,,,,,
16:00,6.8,23.5,325,7.2,,,,,
17:00,5.8,26.5,337,6.4,,,,,
18:00,6.7,21.1,335,7.2,,,,,
19:00,5.4,28.8,336,6.0,,,,,
20:00,4.3,21.2,327,4.6,,,,,
21:00,3.0,16.3,315,3.2,,,,,
22:00,2.4,17.9,316,2.5,,,,,
23:00,1.3,19.5,325,1.4,,,,,
Avg,5.1,23.1,300,5.6,,,,,
Max,8.8,32.4,337,9.4,,,,,
Hr. of Max,13,00,17,13,,,,,
Min,1.3,16.3,207,1.4,,,,,
Count,24,24,24,24,,,,,
Total,,,,,,,,,
Date Printed:,,08/11/2016 10:34,,,,,,Allegheny County Health Department,
,,,,Daily Summary Report,,,,,
Site:,Lawrenceville,,,,8/7/2016,,,Interval:,001h
,BP,INT_T,OUT_RH,OUT_T,OZONE,OZONE2,PM10B,PM25B,RWD
Hour,MM/HG,DEGC,PERCENT,DEGC,PPM,PPM,UG/M3,UG/M3,DEG
00:00,738.3,23.1,71.0,21.6,.015,.015,30,8,358
01:00,738.2,23.0,78.1,20.3,.009,.009,26,11,336
02:00,738.4,22.9,80.8,19.6,.008,.008,27,12,344
03:00,738.5,22.7,82.7,19.0,.007,.007,23,10,348
04:00,738.9,22.6,84.8,18.5,.004,.004,26,10,2
05:00,739.3,22.6,85.3,18.1,.003,.003,22,7,348
06:00,739.5,22.5,78.1,20.0,.004,.004,27,8,259
