X,Y,FID,BRIDGE_COD,BRBIDGE_NA,FACILITYID,SHAPE_Leng,ET_ID,ET_X,ET_Y,ET_ANGLE,ET_IDP
-79.7829321506793,40.3407639297029,247,WP03,White Oak Park Bridge No. 3,480,20.961963654,303,1401861.66266,373512.766807,194.290443187,303
-80.1408079082217,40.6244778092983,248,SB16,Big Sewickley Creek Br #16,101,4,80,1304931.32711,479330.827108,159.392533064,80
-80.169122818597,40.5481281111887,249,BB02,Blackburn Rd Bridge No.2,39,62.9987151013,304,1296312.62767,451740.368824,84.2893910598,304
-80.1424570001169,40.628510021121,250,SB17,Big Sewickley Creek Br #17,102,5,81,1304513.52484,480811.669104,14.9831706382,81
-80.174607389358,40.5459846020528,251,BB01,Blackburn Rd Bridge No.1,37,77.6016453094,305,1294767.60627,451001.562686,38.0115067652,305
-80.1322268970239,40.6435706524629,252,SB19,Big Sewickley Creek Br #19,103,5,82,1307500.02212,486219.709598,249.125182102,82
-79.9651839593185,40.4081268867276,253,BC03,Beck's Run Rd Bridge No.2,44,120.532013832,306,1351688.33506,399266.860006,231.17994559,306
-80.1235933046875,40.6481572740827,254,SB20,Big Sewickley Creek Br #20,104,5,83,1309939.92863,487825.573044,45.6896548153,83
-79.9598884475301,40.4100621882664,255,BC01,Beck's Run Rd Bridge No.2,40,80.8923430939,307,1353180.18943,399934.721768,79.2059819829,307
-80.1365069681972,40.6409553488564,256,SB18,Big Sewickley Crk Br #18,105,11,84,1306286.96717,485299.33073,235.079484855,84
-79.962751785692,40.4097124708274,257,BC02,Bajo Street Bridge No.2,41,22.2749288523,308,1352379.8974,399827.324277,106.68154216,308
-79.8062815422351,40.3182532707519,258,YR11,Boston Greenock Rd Br #11,106,22.6793991804,85,1395163.73106,365465.195242,13.2685759834,85
-79.9768763134858,40.4037029610543,259,BC06,Beck's Run Rd Bridge No.6,47,24,309,1348392.68204,397737.630379,42.2736565545,309
-80.0314446423719,40.6199471199013,260,PN08,Brown Rd Br #8,107,6,86,1335235.58054,476877.828866,133.877721701,86
-79.7996298365234,40.6513259739266,261,BF06,Thompson's Run No. 6,241,83.7967228556,310,1399833.96934,486728.61589,166.56176652,310
-79.8798894286268,40.3655320645157,262,BR02,Bull Run #2,108,6,87,1375059.47952,383169.9765,165.963820668,87
-79.8082600157185,40.6580663770137,263,BF07,Thompson's Run No.7,242,65.8937581877,311,1397497.19945,489239.268423,148.495832114,311
-79.8796350720155,40.3642984951745,264,BR01,Bull Run Br #1,109,21.0002691965,88,1375119.50007,382719.015168,90,88
-79.8087947014203,40.6592008694944,265,BF08,Thompson's Run No.8,243,79.4624809164,312,1397358.52822,489655.926681,134.07600806,312
-80.0170373377454,40.3247177093013,266,CT10,Catfish Run # 10,110,12.5,89,1336473.08685,369257.746782,229.634025094,89
-80.2479209076829,40.5418063444499,267,BG01,Boggs Run #1,8,45.4927669729,313,1274358.05721,450047.774773,91.1160473382,313
-80.0085290244567,40.3199951313178,268,CT04,Catfish Run #4,111,13,90,1338800.60867,367477.131179,252.678020413,90
-80.1168400540451,40.674086523965,269,BH06,Brush Creek #6,52,45.327941343,314,1312066.33409,497218.319551,130.236323745,314
-80.0091014840671,40.3208654969911,270,CT17,Catfish Run Bridge #17,112,38.7126486515,91,1338649.14615,367798.17753,239.276726037,91
-80.0033100147786,40.4455526142605,271,AL02,Sixth St Br,238,894.810826255,315,1341422.3599,413165.134027,165.749954986,315
-80.0063472404583,40.3250154919344,272,CT18,Catfish Run Bridge #18,113,2.6,92,1339455.5018,369289.864668,262.875628051,92
-80.0014201382376,40.4461136624037,273,AL03,Seventh St Br,239,924.908150896,316,1341953.39375,413356.043118,165.343252185,316
-80.0078362802007,40.3286514920064,274,CT19,Catfish Run Bridge #19,114,2,93,1339074.3253,370624.610358,244.424679923,93
-79.9997455576112,40.4466239250836,275,AL04,Ninth St Br,240,897.454193007,317,1342424.04672,413529.994919,159.341080782,317
-79.9761407477609,40.404556085154,276,BC05,Beck's Run #5,125,22.6753456176,94,1348605.30176,398043.157944,134.49295501,94
-79.9901812712605,40.4510577906248,277,AL05,Sixteenth St Bridge, ,1872.62430703,318,1345126.06814,415077.069599,139.383084134,318
-80.0100053657573,40.3308091655203,278,CT21,Catfish Run Bridge #21,126,3,95,1338489.88549,371425.84547,168.126323525,95
-80.100586773173,40.6627758582366,279,BH08,Brush Creek #8,56,63.1118669274,319,1316463.38664,492978.721867,156.370685509,319
-80.0019716960736,40.312119267492,280,CT24,Catfish Run Bridge #24,127,4,96,1340555.30384,364562.258961,44.5023372977,96
-80.1083118031366,40.6613363803264,281,BH07,Brush Creek #7,58,60.4320016601,320,1314307.01977,492511.615332,90,320
-80.0011726758488,40.3160794928852,282,CT25,Catfish Run Bridge #25,128,3,97,1340814.82816,365998.788797,256.25998904,97
-80.0750409879616,40.4633898731778,283,CC02,Windgap Avenue Bridge,73,790.775172317,322,1321635.79952,420178.446252,24.032589488,322
-79.8611170896174,40.2409014608548,284,DG04,Douglas Run #4,130,5,98,1379203.68097,337655.461286,79.3803544436,98
-80.0807071091102,40.4399043315856,285,CC03,Chartiers Creek Br #3,75,310.015316432,323,1319833.97876,411667.201135,17.979916639,323
-79.8444987839112,40.2551048794221,286,DG16,Douglas Run Br #16,131,3,99,1383964.34524,342717.701469,121.184992378,99
-80.06605498986,40.4301461970161,287,OK03,Oakwood Run Br #3,355,385,325,1323817.70054,408006.262138,198.039821256,325
-79.8369187653847,40.2409080266599,288,DG18,Douglas Run Br #18,132,2.6,100,1385957.19097,337497.303379,75.094264464,100
-80.0795102603407,40.4200979662312,289,CC15,Chartiers Creek No. 15,81,125,326,1319976.69095,404445.493825,173.855841129,326
-80.0076966921451,40.3197568712839,290,CT06,East Dr Br #6,133,24.1017969914,101,1339030.4018,367384.429397,154.439069826,101
-80.0841325454965,40.4118995088595,291,CC04,Chestnut Street Bridge #4,75,147.892634339,327,1318611.23816,401493.836367,162.895838885,327
-80.002099065389,40.3100612909755,292,CT14,Edgebrook Br #14,134,6,102,1340500.67882,363813.704001,216.654422552,102
-80.0886326434239,40.4021879673245,293,CC06,Chartiers Creek No. 6,80,146,328,1317264.89605,397990.338893,157.983635399,328
-79.8835356441651,40.2374650575926,294,FT07,Fallen Timber Run Br #7,135,2,103,1372916.73802,336554.375325,24.3427987429,103
-80.0993619523103,40.4164014739674,295,CM01,Campbell's Run #1,180,40,329,1314415.5569,403245.750681,145.491441134,329
-80.0739758857195,40.5913809028079,296,FH02,Fish Run #2,136,7,104,1323158.96277,466782.274717,140.014212423,104
-80.1306979096135,40.429577948226,297,CM08,Campbells Run #8,180,9,330,1305822.80917,408277.810436,134.999955844,330
-79.9969899102408,40.5961229823282,298,PI42,Gatehouse Box Culvert,137,5,105,1344576.35505,467956.037047,0.00949371796636,105
-80.1365499413245,40.4316816272385,299,CM09,Campbells Run #9,245,4,331,1304214.97405,409087.864706,130.601350748,331
-80.031148817357,40.5450670258173,300,GI01,Girty's Run Br #1,138,12,106,1334613.10262,449605.309936,53.6731429537,106
-80.1433057996548,40.4351027138671,301,CM10,Campbell's Run Br #10,246,14.7,332,1302368.74161,410384.59451,137.121200937,332
-79.9835058075042,40.483290268169,302,GI17,Girty's Run Br #17,139,5,107,1347280.19773,426768.581413,154.230619657,107
-80.1591496463829,40.4437848037687,303,CM11,Campbells Run Br #11,247,4,333,1298046.26635,413666.200456,90,333
-79.9862715284936,40.4881293826001,304,GI22,Girty's Run Br #22,140,2,108,1346555.74925,428550.382816,164.388897188,108
-80.1952484884096,40.4546032722901,305,MT13,Montour Run Br #13,352,9,334,1288111.79808,417881.967428,53.9120788029,334
-79.9873923929107,40.4912744629924,306,GI23,Girty's Run Br #23,141,2,109,1346273.10969,429703.67096,209.054561227,109
-80.1583243212032,40.5898775397714,307,SL07,Little Sewickley Creek Br #7,397,3,335,1299727.12897,466862.354922,126.257090291,335
-80.0307451829174,40.545130510364,308,GI24,Girty's Run Br #24,142,6,110,1334725.83716,449625.533025,105.484184124,110
-80.1910202333424,40.5583019947077,309,SL04,Little Sewickley Creek Br #4,396,31,336,1290332.09471,455612.796182,121.607463522,336
-79.923884485136,40.5778514667844,310,GH05,Gourdhead Run Br #5,143,5,111,1364707.61603,460793.474768,26.2947663972,111
-80.2010167256661,40.5915266248261,311,SB08,Big Sewickley Creek Br #8, ,47.0167776388,337,1287891.45814,467789.07203,180,337
-80.0513727028564,40.3365021409191,312,GS04,Graeser's Run Br #4,144,8,112,1327014.73829,373796.867126,178.122183592,112
-80.0786384940831,40.4700890147041,313,PH01,Pine Hollow Br #1,371,6,338,1320699.49048,422644.471819,130.601298605,338
-80.0429887337079,40.5010581951738,314,JA05,Jack's Run #5,146,11,113,1330907.51592,433663.29925,87.8965471946,113
-80.0453923971485,40.4900811472398,315,JA03,Jacks Run Br #3,276,10,340,1330135.36894,429683.04494,135.43782771,340
-79.9444373588812,40.5136086871782,316,PL16,Kay St Br #16 (under Saxonbur,147,4,114,1358418.75108,437537.838007,122.591485526,114
-79.982612354924,40.4816196605192,317,GI16,Girty's Run Br #16,272,16,341,1347513.26238,426153.886772,336.037595482,341
-80.1516051558628,40.5651386999483,318,SS02,L.Sewickley Crk.S.Br. #2,148,14,115,1301347.46547,457802.300859,345.203661299,115
-80.0620542687338,40.4944301806812,319,DH01,Jackman Ave Br #3,256,234,342,1325544.11097,431387.744379,129.281632036,342
-80.0754949635932,40.5924772159872,320,FH01,Brandt School Rd Br#1,266,19.42,343,1322747.74563,467192.638332,134.016296306,343
-80.1507523229829,40.5614758630992,321,SS03,L.Sewickley Crk.S.Br. #3,149,13,116,1301548.04817,456461.953089,356.625040711,116
-79.9593381930995,40.5628131550989,322,GH02,Gourdhead Run Br #2,270,42,344,1354725.39373,455560.987086,0.350452696807,344
-80.1499760274061,40.5542666151886,323,SS04,L.Sewickley Crk.S.Br. #4,150,13,117,1301692.29108,453830.680268,179.285430161,117
-80.0741132945799,40.3592591979341,324,PA02,Painter's Run Br #2,356,39,345,1320895.62053,382250.253925,98.9798548294,345
-80.1449084004547,40.5525248354544,325,SS07,L.Sewickley Crk.S.Br. #7,151,8,118,1303082.72705,453158.147763,54.5448682309,118
-80.0727960529217,40.3599566095618,326,PA03,Painter's Run Br #3,357,34,346,1321269.26177,382494.57232,45.5403779785,346
-79.955173027595,40.3415807515626,327,LW03,Lewis Run Br #3,152,3,119,1353869.9909,374962.209588,190.451543488,119
-80.0945365401771,40.3620049230579,328,PA06,Painter's Run Br #6,358,22,347,1315232.64611,383400.579899,105.150507399,347
-80.0028772332376,40.3343013043487,329,LC16,Lick's Run Br #16,154,2,120,1340508.9792,372646.821658,131.069852934,120
-79.9996718722674,40.3075999010321,330,CT03,Corrigan Dr Br #3,247,25,349,1341154.51798,362900.079516,125.537703553,349
-79.9716811077447,40.2999031276528,331,LC08,Lick?s Run Br #8,156,3,121,1348887.86861,359899.492152,353.256898903,121
-80.0495827753186,40.5679903876245,332,LE10,Lowrie's Run East Br #10,157,5,122,1329709.2466,458086.472871,118.431769608,122
-80.0651679453504,40.3264651513895,333,ML07,McLaughlin's Run  Br #7,159,21,123,1323074.47728,370242.226292,227.619623005,123
-79.9092093479936,40.3179086514356,334,MR02,McRobert's Run Br #2,160,5,124,1366467.68449,366024.64272,82.9296375784,124
-79.9941761271153,40.5852002656257,335,NP01,North Park Bridge #1,168,3,125,1345256.38296,463958.203178,135.860248352,125
-80.022318973552,40.6032032869639,336,NP10,North Park Bridge #10,169,4,126,1337611.11073,470714.571641,173.811457974,126
-79.998900514179,40.5937892673632,337,NP02,North Park Bridge #2,170,4,127,1344024.3016,467119.621219,85.135544584,127
-79.9986171183173,40.5919792545655,338,NP03,North Park Bridge #3,171,3,128,1344086.18991,466458.425653,256.21838222,128
-80.0030822359989,40.5920542256114,339,NP04,North Park Bridge #4,172,3,129,1342847.24481,466517.33189,313.347673279,129
-80.0058091630455,40.5892664738455,340,NP05,North Park Bridge #5,173,2,130,1342064.23536,465521.389184,69.4439952604,130
-80.0120132362636,40.5882598735771,341,NP06,North Park Bridge #6,174,4,131,1340332.35313,465198.864542,103.512491569,131
-80.0143628111538,40.591584826049,342,NP07,North Park Bridge #7,175,2,132,1339711.06704,466426.500023,169.380366917,132
-80.014440459808,40.5918760737378,343,NP08,North Park Bridge #8,176,5,133,1339692.22992,466533.12248,170.28676989,133
-80.0143840477128,40.5930999312662,344,NP09,North Park Bridge #9,177,4,134,1339719.32258,466978.437564,77.1754959083,134
-80.0590606064074,40.3719028973092,345,PA11,Painter's Run Br #11,178,5,135,1325209.4539,386744.686004,213.439937123,135
-80.065369488397,40.3623310830541,346,PA01,Painter's Run Br #1,179,15,136,1323360.82541,383304.940636,299.744904217,136
-79.8984711068206,40.2334998402145,347,PG11,Pangburn Hollow Br #11,181,2,137,1368713.13227,335211.398253,13.1093758521,137
-79.8976795427633,40.2187931146725,348,PG13,Pangburn Hollow Br #13,182,6,138,1368803.79098,329850.11859,198.408927587,138
-79.8363295362345,40.256897246547,349,PC02,Pierce Run Bridge #2,183,7,139,1386259.23226,343316.492664,339.228126504,139
-79.8373958083568,40.2594271541945,350,PC03,Pierce Run Bridge #3,184,5,140,1385983.50038,344244.886119,14.381403056,140
-79.9654221257454,40.5608228323012,351,PI29,Pine Creek Bridge #29,185,3,141,1353017.38487,454878.46815,176.583622467,141
-79.9955999184272,40.571130926326,352,PI30,Pine Creek Bridge #30,186,3,142,1344730.73757,458844.328643,214.003270539,142
-79.9933487888168,40.5718419551034,353,PI36,Pine Creek Bridge #36,187,21.8065358134,143,1345362.48841,459087.386264,204.801197483,143
-80.0230877564601,40.6168500914367,354,PN11,Pine Creek N Br #11,189,5,144,1337525.66652,475690.102117,334.094523127,144
-80.0186332326416,40.612362390453,355,PN12,Pine Creek N Br #12,190,4,145,1338719.90827,474023.924038,150.927273299,145
-79.9072872534422,40.3241791815859,356,PR02,Pine Run Br #2,191,15,146,1367059.29433,368295.170774,13.2649174505,146
-79.9579749344819,40.3711444442976,357,SZ14,Street's Run Br #14,214,22.9549464127,147,1353358.44245,385748.241127,294.717604519,147
-80.0066533365266,40.3171579751361,358,CT13,Tennis Court's S Park Br #13,215,1.75738703556,148,1339297.0471,366430.545273,140.925781392,148
-79.9937838587285,40.5109411921651,359,TN01,Thompson Run  North Side Br #,216,9,149,1344678.01734,436911.106242,126.896765011,149
-79.9882801482693,40.525755416925,360,TN08,Thompson Run  North Side Br #,217,3,150,1346344.61677,442267.428431,179.620237083,150
-79.8146664872509,40.4622242208667,361,TE11,Thompson Run E. Side #11,218,4,151,1394052.34147,417953.484336,133.554480825,151
-79.9902886436813,40.5344844430329,362,PS07,Thompson Run Road Bridge #7,219,4,152,1345867.11437,445460.590519,351.133945896,152
-79.9968981462984,40.5471706812723,363,PS09,Thompson Run Road Bridge #9,220,6,153,1344148.13628,450127.434833,156.747129269,153
-79.8799843849288,40.365779279051,364,TS03,Thompson Run South Side Br #3,221,6,154,1375035.19934,383260.647405,251.409892784,154
-79.9110593052994,40.3177966089729,365,MR03,McRobert's Run Br #3,161,8,155,1365950.98167,365996.455564,268.518541827,155
-79.851200509194,40.2317262010045,366,MH01,Mustard Hollow Run  Br #1,163,9,156,1381891.75111,334247.945917,283.421852834,156
-79.8417190302303,40.2263902562859,367,MH02,Mustard Hollow Run  Br #2,164,10,157,1384492.23879,332241.829173,342.738245272,157
-79.8396824835509,40.2254578610625,368,MH03,Mustard Hollow Run  Br #3,165,12,158,1385052.70043,331888.802288,105.802451597,158
-79.7200487714552,40.6187234923485,369,AL12,Natrona Rd Br #12,166,21.9640399578,159,1421644.93929,474351.550218,49.1848711445,159
-79.7164352091638,40.6213808467277,370,AL20,Natrona Rd Br #20,167,52.5682811176,160,1422669.39878,475297.060464,32.3998393272,160
-80.0101670189051,40.3343123248627,371,CT22,Catfish Run Bridge #22,116,4,161,1338477.48998,372702.757424,211.602865649,161
-80.0024925822927,40.3118139174775,372,CT23,Catfish Run Bridge #23,117,3,162,1340407.2532,364454.76276,217.013268694,162
-79.8036340111834,40.6109569461442,373,BY02,Creighton-Russellton Rd Br #2,118,22.8379342649,163,1398381.24479,472051.441031,226.507471427,163
-79.8309019646069,40.6181691810078,374,DP01,Deer Lakes Park Br #1,119,5,164,1390874.5522,474855.417306,180.824342821,164
-79.8224521219722,40.6228920222889,375,DP02,Deer Lakes Park Br #2,120,4,165,1393260.04063,476520.37522,282.061357133,165
-79.8268499566265,40.2404259470985,376,DG06,Douglas Run #6,121,4.5,166,1388763.15412,337255.477145,115.052955719,166
-79.8542330638351,40.2414529430911,377,DG13,Douglas Run Br #13,122,8,167,1381129.70955,337810.441181,34.0609429315,167
-79.8540742035659,40.2418977140634,378,DG14,Douglas Run Br #14,123,1.4,168,1381177.90503,337971.363794,130.23636473,168
-79.8552285219909,40.2436382792691,379,DG15,Douglas Run Br #15,124,2.6,169,1380870.8682,338612.931394,184.315923046,169
-79.9312944536023,40.3414655583027,380,PR06,Pine Run Br #6,194,3,170,1360523.08285,374754.967166,100.73466138,170
-80.0017275178205,40.2872054933227,381,PF07,Piney Fork Creek Br #7,195,10,171,1340391.98814,355487.597354,272.568025236,171
-79.8995428470735,40.3185102100705,382,RE01,Reed's Run Br #1,196,5,172,1369167.70856,366177.970236,258.804887273,172
-79.8535543953801,40.2411124368714,383,DG10,Round Hill Rd Br #10,197,9,173,1381316.16135,337681.920559,268.754659259,173
-79.835280787448,40.2542547792078,384,DG11,Round Hill Rd Br #11,198,22.0211664742,174,1386529.12879,342347.225073,262.821664867,174
-79.9960118041913,40.3024373005965,385,CT15,Scnmker Rd. Br. #15, ,0,350,1342127.12247,360994.015901,116.565051177,350
-79.838370112249,40.2446925561829,386,DG12,Round Hill Rd Br #12,199,3,175,1385584.73608,338885.15754,173.352689472,175
-79.9966705796245,40.302584862048,387,CT16,Fair Gands Hil Fame SP Br#16, ,0,351,1341944.80845,361052.427144,83.6598702939,351
-79.8354486987268,40.2407542474506,388,DG07,Round Hill Rd Br #7,201,5,176,1386366.14704,337431.605071,295.201166015,176
-79.9974744901426,40.3032788194138,389,CT08,Catfish Run #8,248,37,352,1341727.09369,361310.852795,167.471194508,352
-79.9051298221089,40.5640422925685,390,PL17,Little Pine Creek Br #17,202,3,177,1369792.89826,455636.503326,174.292480575,177
-79.9994203479372,40.3064293201103,391,CT09,Catfish Run #9,249,32,353,1341213.78251,362471.998122,169.695158053,353
-79.9942403948609,40.4775173289111,392,SG01,Spring Garden Run Br #1,203,6,178,1344241.71358,424741.862277,291.046715635,178
-79.8063948591753,40.2427274143599,393,DG01,Douglas Run #1, ,0,354,1394491.52975,337960.028401,172.40536735,354
-79.9966191840846,40.4844692544139,394,SG03,Spring Garden Run Br #3,205,7,179,1343644.59293,427290.465397,182.565541828,179
-79.8395814620661,40.2414268017375,395,DG08,Douglas Run #8, ,0,355,1385218.53436,337703.810086,81.9043749694,355
-79.9973387629635,40.4874630007505,396,SG05,Spring Garden Run Br #5,206,6,180,1343472.24962,428385.832529,190.710959106,180
-79.9128674075145,40.3179396460608,397,MR04,McRobert's Run Br #4,349,5,356,1365448.22069,366060.889138,107.102721315,356
-79.9958105529411,40.4904711260426,398,SG06,Spring Garden Run Br #6,207,6,181,1343925.04832,429470.53265,177.538486991,181
-79.9147769191637,40.3188521067253,399,MR05,McRobert's Run Br #5,350,5,357,1364924.06305,366406.237057,151.417281182,357
-79.7600266540874,40.4333376105654,400,DT03,Dirty Camp Run Br #3,263,10,358,1409012.52257,407082.11024,68.1985871024,358
-79.8836160860924,40.4990047595627,401,SQ04,Squaw Run Br #4,208,6,182,1375195.98877,431804.778678,174.637556049,182
-79.7771712341872,40.4131472773225,402,DT05,Pitcairn Rd. Br # 5, ,0,359,1404072.36161,399837.829924,179.211554703,359
-79.882500879255,40.5062680058173,403,SQ05,Squaw Run Br #5,209,4,183,1375569.92817,434442.540663,218.184501891,183
-79.7642757902652,40.4340150791914,404,DT07,Dirty Camp Run Br#6,264,13,360,1407835.61494,407355.795535,111.578710353,360
-79.8753003990775,40.5300024817789,405,SQ06,Squaw Run Br #6,210,9,184,1377779.66557,443038.344663,65.8229526025,184
-79.883383961615,40.2357761191261,406,FT05,Fallen Timber Run Br#5,267,5,361,1372944.21072,335938.270615,164.642555767,361
-79.8789947198164,40.5124883605952,407,SQ08,Squaw Run Br #8,211,3,185,1376599.23402,436684.458727,180.007171068,185
-79.9892064126931,40.4324914611645,408,MA11,S Tenth St Bridge,295,1275,362,1345225.80265,408308.664984,168.740306975,362
-79.9828993689181,40.5673612932852,409,SK01,Stillhouse Run Br #1,212,6,186,1348223.1505,457382.005716,131.396342192,186
-79.894417008628,40.3862287990337,410,HV07,Homeville Creek Br #7,275,12,363,1371195.58516,390805.434144,184.085618595,363
-79.9565326514631,40.3702783351852,411,SZ13,Street's Run Br #13,213,9.67990629589,187,1353752.29643,385422.777225,54.3292620674,187
-79.8849680515825,40.3918988095643,412,HV09,Homeville Creek #9, ,0,364,1373876.9115,392806.624581,116.564984785,364
-79.89735884911,40.398992290902,413,HV03,HOMEVILLE CREEK NO. 3,300,24,188,1370489.37725,395473.663267,321.124222652,188
-79.9760271070235,40.3106904982839,414,LC09,Lick's Run Br #9,286,15,365,1347775.0984,363858.516109,154.540423736,365
-80.0048449048265,40.2883415086613,415,PF06,PINEY FORK NO. 6,301,35,189,1339533.16198,355923.490154,96.3694644809,189
-79.9178869372489,40.2944034923368,416,LW02,Lewis Run Br #2, ,0,366,1363838.49579,357523.761895,148.207937655,366
-79.7879233994954,40.3233265568952,417,LG03,LONG RUN NO. 3,302,32,190,1400324.12202,367194.209757,159.94969438,190
-79.9354485792314,40.3975491648253,418,MA08,Glenwood Bridge,294,2280,368,1359871.02338,395208.315158,175.880870305,368
-79.8388437392971,40.3235152789051,419,LG01,LONG RUN NO. 1,303,32,191,1386131.68367,367594.643877,155.400280853,191
-79.8609912811918,40.3304589894326,420,HH01,HEATHS RUN NO. 1,304,20,192,1380018.58562,370270.291065,147.975198747,192
-80.2443400808706,40.4496397456457,421,MT09,Montour Run #9, ,0,370,1274404.62274,416456.49557,192.127089846,370
-80.053191736608,40.3308576673531,422,GS02,GRAESERS RUN NO. 2,305,18,193,1326454.19313,371754.542076,224.702977014,193
-79.9607541562196,40.5303768024439,423,PI16,Pine Creek Br #16,375,61,371,1354036.3216,443757.765167,183.179839611,371
-80.1732728855635,40.3376628014628,424,MS06,MILLERS RUN NO. 6,306,53,194,1293056.12394,375128.447507,166.612678609,194
-79.7411497173075,40.4608134893111,425,PJ06,Pierson's Run Br #6,382,5,372,1414491.66133,416969.984185,180,372
-80.1491027901916,40.3524059466249,426,MS05,MILLERS RUN NO. 5,307,57,195,1299937.33482,380313.35846,103.255485531,195
-79.8932427025327,40.5718363828784,427,PL15,Little Pine Creek #15, ,0,373,1373163.46467,458394.749368,51.3401742107,373
-79.8265886970336,40.3559926791603,428,HT04,HARTMANS RUN NO. 4,308,310,196,1389825.9351,379342.097576,40.8691839332,196
-79.7389138713709,40.5494370807456,429,PO06,Pucketa Creek Br #6,388,62,374,1415840.71771,449233.653373,7.43053430006,374
-80.1055834876273,40.3575850005209,430,ML06,MCLAUGHLIN RUN NO.  6,309,35,197,1312112.37345,381872.909826,86.7008871168,197
-79.7177392117348,40.5360965141802,431,PO05,Pucketa Creek Br #5,387,45,375,1421615.26487,444243.00302,235.820419684,375
-79.9323648773557,40.386665136246,432,SZ02,STREETS RUN NO. 2,310,63.7045041346,198,1360631.66023,391223.277546,274.756754236,198
-79.760166314244,40.4763339547313,433,PU06,Plum Creek Upper Branch #6, ,3,376,1409330.16304,422742.506776,132.155167863,376
-79.8948577986949,40.3876975087618,434,HV06,HOMEVILLE CREEK NO. 6,311,18,199,1371085.82547,391343.302964,178.25351683,199
-79.7833919794701,40.489641840667,435,PU10,Plum Creek Upper Branch #10,388,8,377,1402982.20369,427737.219262,115.826949668,377
-80.077682169261,40.3920164361366,436,GR01,GEORGE'S RUN NO. 1,312,21,200,1320215.89586,394205.609133,317.702868623,200
-80.1305597797798,40.397607577921,437,RB02,Robinson Run Br #2, ,0,378,1305547.33226,396634.279553,183.814044975,378
-79.8049389883398,40.3939373677289,438,TL13,PATTON ST. BRIDGE,313,424,201,1396179.50333,393020.302746,188.460353937,201
-80.185019700198,40.3974590804094,439,RS01,Robinson run S Branch #1, ,0,380,1290383.29732,396993.70932,338.198657781,380
-79.8929693079616,40.3949728250327,440,HV08,HOMEVILLE CREEK NO. 8,314,15,202,1371676.03806,393980.122983,87.8057772299,202
-79.8952903659325,40.3964516659326,441,HV04,HOMEVILLE CREEK NO. 4,315,33,203,1371042.82802,394534.395154,339.814238088,203
-80.1848475149052,40.3977415790252,442,RN01,Robinson's Run Br #1, ,0,381,1290434.07336,397095.261405,82.5686628685,381
-79.8244102710227,40.4031104838989,443,TL06,TURTLE CREEK BR #6,316,824,204,1390836.03689,396487.901788,154.877207212,204
-79.9166126897514,40.4093012472672,444,MA12,HOMESTEAD HIGH LEV,317,3103,205,1365220.63362,399359.018624,135.728869236,205
-80.1885903645731,40.4017568960504,445,RN02,Robinson's Run Br #2, ,0,382,1289432.40056,398586.230592,152.10272482,382
-80.2151114119612,40.3795896491985,446,RS04,Robinson Run South Branch # 4,391,36,383,1281823.6691,390718.975491,120.068494659,383
-80.0901306390861,40.4080418810315,447,CM03,CAMPBELLS RUN NO. 3,318,56,206,1316904.35237,400133.203597,171.811052156,206
-79.7222916948626,40.415079788838,448,AB04,ABERS CREEK NO. 4,320,53,207,1419365.70085,400195.655968,291.864623986,207
-80.1905035094324,40.3975733099907,449,RS05,Robinson Run S Branch #5, ,0,384,1288857.67468,397077.462976,197.354025844,384
-79.7219541602342,40.4181512450366,450,AB03,ABERS CREEK NO. 3,321,46,208,1419484.64629,401312.202658,186.910981595,208
-80.1350145882009,40.6081102377567,451,SE01,Big Sewickley Creek East Bran,395,26,385,1306377.85337,473326.624785,3.8141293919,385
-80.0837981823323,40.4797958038416,452,SH02,Sham Hollow Run #2, ,0,386,1319357.89661,426217.323668,83.2901165469,386
-79.7240562275586,40.4195254063792,453,AB02,ABERS CREEK NO. 2,322,63,209,1418910.6918,401825.756678,177.371027466,209
-79.8835634332777,40.5044722844514,454,SQ02,Squaw Run Br #2,399,43,387,1375258.74464,433795.680031,24.5501500651,387
-80.2045394269167,40.4518605274682,455,MT05,MONTOUR RUN NO. 5,324,58,210,1285499.49659,416954.889038,79.0722751132,210
-79.8796322612477,40.5265391685806,456,SQ03,Squaw Run Br #2,434,19,388,1376545.44715,441806.014937,0,388
-80.1986333670525,40.4518636917397,457,MT04,MONTOUR RUN NO. 4,325,48,211,1287142.52968,416910.418691,116.424192035,211
-79.8752362339203,40.4884489501042,458,SQ07,Squaw Run Br #7,448,20,389,1377433.22889,427904.195374,83.1354597591,389
-80.2055486612736,40.4518448943489,459,MT14,MONTOUR RUN NO. 14,326,20,212,1285218.58062,416957.003189,111.458006014,212
-79.7493849940946,40.446572752176,460,TC06,Thompson Creek Br #6,483,2,391,1412083.25842,411835.183708,126.869918319,391
-80.2556841295766,40.4545442380265,461,MN01,"MONTOUR RUN, N. FORK, NO. 1",327,23,213,1271299.46528,418331.845292,72.3232828399,213
-79.7927321240049,40.4676733080875,462,TE12,Thompson Run East Branch Br #,485,24,392,1400199.9185,419796.138157,81.8698947988,392
-79.8003058240915,40.4157447040316,463,TL11,Turtle Creek Br #11,490,21,393,1397654.08005,400932.515925,59.7103372357,393
-80.1758822036111,40.456568675361,464,MT06,MONTOUR RUN NO. 6,328,48,214,1293518.76008,418449.078034,158.431728649,214
-79.9044012163771,40.3961352395761,465,WR01,West Run Br #1, ,0,394,1368503.1698,394480.925549,96.0090593335,394
