X,Y,STREETNAME,USRN,X_Coord,Y_Coord,OBJECTID
-6.84430815314204,54.35152538841,CASTLE LANE,7115,275195,345374,4911
-5.60709217109973,54.2586882435359,CASTLE LANE,16862,355982,337068,4912
-6.32902422571245,54.465011274978,CASTLE LANE MEWS,39336,308398,358677,4913
-5.6628328698785,54.6578056764088,CASTLE LODGE,7111,350875,381363,4914
-6.25801166239622,54.3470179504246,CASTLE LODGE,7112,313327,345656,4915
-6.30243349535291,54.7461036112873,CASTLE LODGE,7113,309366,390005,4916
-6.22020297588035,54.7095707360616,CASTLE MANOR,7110,314764,386070,4917
-7.72139025398108,54.5146044417386,CASTLE MANOR,38550,218093,362947,4918
-5.94927443827181,54.7741565303436,CASTLE MANOR,17521,332014,393735,4919
-7.27663943858807,54.6068078600634,CASTLE MANOR,7109,246792,373416,4920
-5.55144909893522,54.5767898196914,CASTLE MANOR,18156,358376,372592,4921
-5.46752222525082,54.4427411468266,CASTLE MEADOW AVENUE,39296,364339,357867,4922
-5.46760551273544,54.4433898986441,CASTLE MEADOW PARK,39300,364331,357939,4923
-5.46882983364568,54.4430381518399,CASTLE MEADOW ROAD,39299,364253,357897,4924
-6.35447506960844,54.3734574581843,CASTLE MEADOWS,21569,306986,348448,4925
-6.8787602565528,54.9959989606093,CASTLE MEADOWS,39904,271809,417077,4926
-5.55416331750322,54.5751194625755,CASTLE MEADOWS,18160,358207,372400,4927
-5.55330871187014,54.5744102672984,CASTLE MEADOWS DRIVE,18157,358265,372323,4928
-5.55436967575213,54.5747731885398,CASTLE MEADOWS PARK,18159,358195,372361,4929
-6.83852055795897,54.351694411792,CASTLE MEWS,7150,275571,345399,4930
-6.41481141268918,54.3535916410616,CASTLE MEWS,26820,303115,346147,4931
-6.74250586229489,54.6340772546125,CASTLE MEWS,39201,281252,376938,4932
-5.87166012833518,54.5767742953788,CASTLE MEWS,7151,337674,371916,4933
-6.55458129062774,54.7730176117398,CASTLE OAK,18333,293068,392637,4934
-7.27844339923487,54.6080583294922,CASTLE OAKS,7149,246674,373554,4935
-6.54538180347142,54.3762779472693,CASTLE PARADE,26041,294574,348489,4936
-5.60741964349391,54.2567447626158,CASTLE PARK,16864,355968,336851,4937
-6.83918652716879,54.3515301239513,CASTLE PARK,7145,275528,345380,4938
-6.44822234165102,55.1484612366886,CASTLE PARK,7147,298985,434575,4939
-6.78951885455809,55.1640882388583,CASTLE PARK,18420,277196,435884,4940
-6.22500640617299,54.722506807546,CASTLE PARK,7148,314418,387502,4941
-5.9463906065629,54.6343571248853,CASTLE PARK,7146,332655,378181,4942
-7.17659208585158,55.0248884584709,CASTLE PARK,21234,252710,420028,4943
-6.92972684453934,55.0500867501321,CASTLE PARK,7144,268455,423047,4944
-6.71135472788632,54.8084283370529,CASTLE PARK,26960,282907,396382,4945
-6.04038875123057,55.1321987924971,CASTLE PARK,19586,325035,433419,4946
-5.66911782451504,54.6579358283147,CASTLE PARK AVENUE,7126,350469,381364,4947
-5.66723044287606,54.6567942620078,CASTLE PARK ROAD,7372,350595,381241,4948
-7.63848455993622,54.3441130848284,CASTLE PLACE,7123,223560,343993,4949
-5.60633291029291,54.2585473558715,CASTLE PLACE,16865,356032,337054,4950
-5.55281701431536,54.5779676924668,CASTLE PLACE,7121,358283,372720,4951
-5.89026621503609,54.2099489018104,CASTLE PLACE,7122,337694,331055,4952
-6.83304812508043,54.5055368802629,CASTLE PLACE,18313,275643,362529,4953
-7.30652181162212,54.6022845286092,CASTLE PLACE,7120,244866,372893,4954
-5.92943023143002,54.599314166951,CASTLE PLACE,7125,333865,374313,4955
-6.68013903501501,55.1297601873408,CASTLE PLACE,7124,284239,432189,4956
-5.69289868496085,54.593013081424,CASTLE PLACE,18158,349172,374088,4957
-7.46384786115805,54.8262142961564,CASTLE PLACE,7119,234508,397732,4958
-6.42175800294406,54.3581570242129,CASTLE RISE,26821,302652,346645,4959
-6.83573190379547,54.5050776329347,CASTLE ROAD,29717,275470,362475,4960
-5.79161179714004,54.7254016363775,CASTLE ROAD,7370,342329,388617,4961
-6.56866464413336,55.169707648006,CASTLE ROAD,7371,291258,436776,4962
-6.73584460463117,54.6331454374041,CASTLE ROAD,7369,281684,376842,4963
-5.92400793594291,54.7767903958373,CASTLE ROAD,17524,333631,394076,4964
-6.2575337751185,54.7287827193043,CASTLE ROAD,7118,312305,388148,4965
-6.55654571049809,54.7732745885833,CASTLE ROAD,18332,292941,392663,4966
-6.5338478791289,54.0710843274899,CASTLE ROCK,36824,296029,314536,4967
-6.15082486187654,54.4135642571748,CASTLE STREET,7134,320102,353240,4968
-5.74731526751164,54.5510523682936,CASTLE STREET,19010,345805,369304,4969
-6.15939939087663,54.2385417834105,CASTLE STREET,25944,320054,333746,4970
-6.22021842192652,54.7187799470691,CASTLE STREET,7143,314737,387095,4971
-6.25309488714034,55.2003060979806,CASTLE STREET,7141,311280,440640,4972
-5.8066042413257,54.7145503707927,CASTLE STREET,7136,341401,387379,4973
-5.54140730043108,54.6445997022054,CASTLE STREET,7135,358761,380161,4974
-5.95428260511126,54.9662697263279,CASTLE STREET,21709,331067,415108,4975
-5.93245442132914,54.599186182576,CASTLE STREET,7137,333670,374293,4976
-5.54881070822912,54.3812109604987,CASTLE STREET,25463,359305,350833,4977
-6.04078016320352,54.5121641447528,CASTLE STREET,7132,326940,364407,4978
-6.51871697776456,54.8073971656896,CASTLE STREET,17715,295295,396512,4979
-7.46381186211365,54.8265824359189,CASTLE STREET,7127,234510,397773,4980
-6.44188626798503,54.4241760833067,CASTLE STREET,25218,301181,353964,4981
-7.32145469950871,54.996508099778,CASTLE STREET,7131,243476,416769,4982
-5.64121919662356,54.2521094740476,CASTLE STREET,22777,353783,336261,4983
-5.69205324063535,54.5918198527948,CASTLE STREET,7129,349231,373957,4984
-7.63785427745047,54.468064865733,CASTLE STREET,7133,223530,357791,4985
-5.64497197774351,54.2549236312701,CASTLE STREET,22761,353528,336566,4986
-6.51650043104868,55.0677604355019,CASTLE STREET,7139,294823,425497,4987
-7.30569026893589,54.6011388785068,CASTLE STREET,7128,244921,372766,4988
-5.66383250853848,54.6584809106737,CASTLE STREET,7138,350808,381436,4989
-5.5569183264982,54.3745639653492,CASTLE STREET,26665,358804,350075,4990
-7.6440119058391,54.3468245940277,CASTLE STREET,22172,223199,344293,4991
-6.27535163614137,54.863943954177,CASTLE STREET,7140,310787,403164,4992
-6.65567968099904,54.347055438505,CASTLE STREET,7142,287469,345094,4993
-5.7472927975294,54.5508991970214,CASTLE STREET COURT,36103,345807,369287,4994
-5.84255550200918,54.2603039329516,CASTLE VIEW,20689,340635,336753,4995
-7.38471341656328,54.7157877707331,CASTLE VIEW,24723,239702,385481,4996
-5.60733043514294,54.259079377897,CASTLE VIEW,39456,355965,337111,4997
-6.63961983318388,55.1926366689089,CASTLE VIEW PARK,7366,286687,439238,4998
-7.31262617827532,55.0239366383352,CASTLE VIEW PARK,7367,244011,419828,4999
-6.55571839265666,54.3742368641129,CASTLE VIEW PARK,26038,293907,348248,5000
-6.73551354058922,54.6348309295814,CASTLE VILLAS,7364,281702,377030,5001
-6.21924713503124,54.7158008350344,CASTLE WALK,32758,314808,386765,5002
-5.96892329429465,54.2598584781587,CASTLE WALK,29720,332403,336459,5003
-6.21724412424491,54.715825289272,CASTLE WAY,7363,314937,386771,5004
-6.60766402434165,54.5556357258197,CASTLE WAY,7362,290132,368371,5005
-6.15456466414277,54.4085000948424,CASTLE WOOD,7361,319874,352670,5006
-7.62223717409069,54.3401913626626,CASTLE WOOD,7360,224619,343562,5007
-7.44178647321636,54.2491779405025,CASTLEBALFOUR PARK,23232,236436,333509,5008
-7.44162071075734,54.2410109247093,CASTLEBALFOUR ROAD,29721,236454,332600,5009
-7.56732924525573,54.6938684768633,CASTLEBANE ROAD,7359,227948,382953,5010
-6.72312269725591,54.2053240997674,CASTLEBLAYNEY ROAD,22346,283369,329237,5011
-6.57806741672205,54.1900423197836,CASTLEBLAYNEY STREET,24638,292868,327717,5012
-5.92571024765458,54.5528605279787,CASTLEBOY AVENUE,7358,334258,369150,5013
-5.94741103232227,54.7722831224076,CASTLEBROOK AVENUE,17523,332140,393530,5014
-5.94524717725532,54.7723542899717,CASTLEBROOK LANE,39061,332279,393542,5015
-5.94642178826136,54.7721765243463,CASTLEBROOK WAY,36104,332204,393520,5016
-6.25907216959158,54.7330903335604,CASTLEBURN,7356,312194,388625,5017
-5.78055565557721,54.7288655790069,CASTLEBURN AVENUE,7355,343029,389025,5018
-5.78004796255419,54.7284968730076,CASTLEBURN DRIVE,7354,343063,388985,5019
-5.77958504658379,54.7278774007919,CASTLEBURN PARK,7353,343095,388917,5020
-5.78072832204662,54.7279792108193,CASTLEBURN ROAD,7352,343021,388926,5021
-6.49784753255417,55.1611028289835,CASTLECAT ROAD,7350,295791,435913,5022
-6.52166066075348,55.2010911264987,CASTLECAT ROAD,10473,294179,440332,5023
-6.81917002195865,54.5269274060391,CASTLECAULFIELD ROAD,7349,276502,364925,5024
-5.9237661523518,54.5524857296017,CASTLECOOLE PARK,7348,334385,369112,5025
-7.61668130604905,54.3391407177047,CASTLECOOLE ROAD,7347,224981,343447,5026
-5.92510746205459,54.5528591714734,CASTLECOOLE WALK,7346,334297,369151,5027
-7.18980395402506,54.7742537176927,CASTLEDAMPH ROAD,24845,252188,392117,5028
-6.59515854140364,54.7612855364667,CASTLEDAWSON ROAD,7345,290483,391278,5029
-7.66295454507397,54.5608001028697,CASTLEDERG ROAD,32765,221853,368106,5030
-7.51871251287437,54.6531442981649,CASTLEDERG ROAD,20346,231114,378440,5031
-5.9238781739766,54.5511937977531,CASTLEDILLON ROAD,7344,334382,368968,5032
-6.64750319104271,54.5815843051389,CASTLEFARM ROAD,26635,287499,371209,5033
-6.76727171933828,54.5074623329963,CASTLEFIELDS,7343,279900,362816,5034
-7.5987739001106,54.7274384647172,CASTLEFIN ROAD,7342,225899,386678,5035
-7.59308330649459,54.7129478703628,CASTLEFINN PARK,7341,226275,385067,5036
-5.85111790362661,54.2606366490387,CASTLEGLEN,37452,340076,336773,5037
-5.8519493682463,54.2599955241479,CASTLEGLEN GROVE,38503,340024,336700,5038
-5.85055724801456,54.2599077996066,CASTLEGLEN PARK,38502,340115,336693,5039
-7.59822364736109,54.7014937168705,CASTLEGORE ROAD,7340,225951,383790,5040
-5.86491936780131,54.5737622665525,CASTLEGRANGE,7339,338120,371594,5041
-7.48168512863399,54.8184048312368,CASTLEGRANGE PARK,7338,233368,396854,5042
-5.73522631002057,54.5583204179347,CASTLEHILL,19008,346561,370138,5043
-5.73819655256405,54.5577290585417,CASTLEHILL AVENUE,19007,346371,370066,5044
-6.50753687539038,55.0772631545004,CASTLEHILL AVENUE,29727,295373,426567,5045
-6.50580325054569,55.0775652927845,CASTLEHILL CLOSE,7337,295483,426603,5046
-6.50499452972182,55.0769983903927,CASTLEHILL COURT,7336,295536,426541,5047
-6.50501071569622,55.0790827485568,CASTLEHILL CRESCENT,7335,295530,426773,5048
-5.73657938126482,54.5576179298204,CASTLEHILL CRESCENT,19006,346476,370057,5049
-6.50657206882234,55.0779430478079,CASTLEHILL DRIVE,7334,295433,426644,5050
-5.84314196692118,54.6004213724732,CASTLEHILL DRIVE,7232,339437,374604,5051
-5.86456321696021,54.5725879043812,CASTLEHILL FARM,18393,338147,371464,5052
-7.1326292506955,54.42962180045,CASTLEHILL GARDENS,7231,256341,353798,5053
-6.50813530698796,55.0792737968419,CASTLEHILL GARDENS,7230,295330,426790,5054
-6.50688311703703,55.079680667441,CASTLEHILL GROVE,39755,295409,426837,5055
-5.73627492834264,54.5569742627341,CASTLEHILL HEIGHTS,19005,346498,369986,5056
-5.84271628361035,54.6014470807494,CASTLEHILL MANOR,7229,339461,374719,5057
-6.50567226516119,55.0781386255168,CASTLEHILL PARK,7228,295490,426667,5058
-5.84270459467482,54.5987423278373,CASTLEHILL PARK,7227,339471,374418,5059
-5.73662730650133,54.558706067755,CASTLEHILL PARK,19004,346469,370178,5060
-5.84371734668967,54.598320107089,CASTLEHILL PARK WEST,7226,339407,374369,5061
-6.50682092036134,55.0792486994387,CASTLEHILL PLACE,7225,295414,426789,5062
-5.84475690684375,54.599147297785,CASTLEHILL ROAD,7224,339337,374459,5063
-7.48805192485808,54.4682234470853,CASTLEHILL ROAD,27082,233243,357869,5064
-7.4062906859024,54.3151105549514,CASTLEHILL ROAD,17916,238688,340867,5065
-6.50793142230939,55.0776003781837,CASTLEHILL TERRACE,7223,295347,426604,5066
-6.50934719848311,55.0786867513035,CASTLEHILL VIEW,7222,295254,426723,5067
-5.73733126578969,54.5585575037729,CASTLEHILL VIEW,19003,346424,370160,5068
-6.50534341339852,55.078979032298,CASTLEHILL WAY,7221,295509,426761,5069
-5.92716400497307,54.5516275429296,CASTLEHUME GARDENS,7220,334168,369010,5070
-6.35738435114419,54.1782042827689,CASTLEKEELE,29729,307303,326712,5071
-6.35880268831378,54.1787447492757,CASTLEKEELE HEIGHTS,36486,307209,326770,5072
-5.74847210990363,54.5541828794979,CASTLELODGE AVENUE,19002,345719,369650,5073
-5.7470445168185,54.5545606336494,CASTLELODGE PARK,19001,345810,369695,5074
-5.80820800645891,54.7288297785905,CASTLEMARA DRIVE,7217,341248,388965,5075
-5.80794627837568,54.7285015807519,CASTLEMARA WALK,7216,341266,388929,5076
-5.87497658028742,54.5739753230521,CASTLEMORE AVENUE,7215,337469,371598,5077
-5.87914392161126,54.5741383196087,CASTLEMORE PARK,7214,337199,371608,5078
-7.48667836915931,54.8171954062796,CASTLEMURRAY,7213,233048,396717,5079
-7.60096155068823,54.4175606395732,CASTLEMURRY DRIVE,29730,225954,352182,5080
-6.50087629340083,55.2104135374706,CASTLENAGREE ROAD,7212,295480,441398,5081
-5.84294230785009,54.6018554443603,CASTLEORR MANOR,7211,339445,374764,5082
-6.33035470700584,54.1929271468099,CASTLEOWEN,29731,309029,328392,5083
-5.75289934864596,54.4241280043496,CASTLERAINEY ROAD,19257,345895,355167,5084
-6.57588299096415,54.4158582098697,CASTLERAW ROAD,23282,292503,352854,5085
-5.89545728376351,54.5895002989121,CASTLEREAGH PARADE,7209,336093,373286,5086
-5.90419048154303,54.5935783945329,CASTLEREAGH PLACE,7208,335515,373723,5087
-5.88818253458398,54.5844766308811,CASTLEREAGH ROAD,7207,336580,372741,5088
-5.90250469707611,54.5938636575803,CASTLEREAGH STREET,7206,335623,373758,5089
-5.92868379085335,54.5524442741656,CASTLEROBIN ROAD,7205,334067,369098,5090
-6.68885950120486,55.1387386630978,CASTLEROCK ROAD,7204,283664,433178,5091
-5.81853501739215,54.7108662378993,CASTLEROCKLANDS,7203,340645,386945,5092
-5.81905409233488,54.7116033763928,CASTLEROCKLANDS COURT,7202,340609,387026,5093
-7.28187438530764,54.6812205289446,CASTLERODDY ROAD,7201,246369,381696,5094
-6.65363262867599,55.099331506945,CASTLEROE ROAD,7200,285995,428834,5095
-5.73818427785516,54.2883486434783,CASTLESCREEN ROAD,7199,347335,340087,5096
-6.10231018895568,54.6998751896422,CASTLETON,26895,322391,385190,5097
-5.92467985213433,54.616636784247,CASTLETON AVENUE,7198,334115,376250,5098
-5.93696344808625,54.6195692649072,CASTLETON GARDENS,7197,333312,376553,5099
-6.71351145924573,55.1835394431331,CASTLETON PARK,7196,282000,438136,5100
-7.75232439270742,54.3985890495629,CASTLETOWN MANOR,40340,216135,350025,5101
-5.94753494102166,54.7729051693473,CASTLETOWN PARK,17522,332130,393599,5102
-7.75289596235159,54.3957155231049,CASTLETOWN ROAD,32773,216099,349705,5103
-7.48404038718205,54.8166901547053,CASTLETOWN ROAD,7189,233218,396662,5104
-6.91214812656833,54.451581220718,CASTLETOWN ROAD,7192,270612,356441,5105
-5.89138597082364,54.7997229108879,CASTLETOWN ROAD,7193,335653,396691,5106
-7.3596300407146,54.6769494173773,CASTLETOWN ROAD,24721,241358,381172,5107
-6.17404496670568,54.3416880533144,CASTLEVENNON ROAD,7188,318802,345201,5108
-6.35777808517658,54.3724422668037,CASTLEVIEW,21572,306774,348330,5109
-5.45998243858877,54.4422502762841,CASTLEVIEW,18635,364830,357830,5110
-5.6502210099913,54.4044980018533,CASTLEVIEW,22875,352631,353200,5111
-5.8371619613748,54.5926592184939,CASTLEVIEW COTTAGE GARDENS,7187,339850,373752,5112
-7.28449869096895,54.6078158013945,CASTLEVIEW COURT,7185,246283,373523,5113
-5.86597653532244,54.5786868336778,CASTLEVIEW COURT,7186,338035,372140,5114
-7.28610796385407,54.6095950201592,CASTLEVIEW CRESCENT,7184,246177,373720,5115
-6.78837471432209,54.5111614572814,CASTLEVIEW HEIGHTS,7183,278526,363204,5116
-7.28653615672483,54.6090046463686,CASTLEVIEW PARK,7182,246150,373654,5117
-5.70967921179462,54.7558772974901,CASTLEVIEW ROAD,27530,347496,392178,5118
-5.84096315795067,54.593634622638,CASTLEVIEW ROAD,7181,339601,373853,5119
-6.52872516109662,54.3010918681556,CASTLEVIEW ROAD,23866,295831,340143,5120
-5.87037257634951,54.5958181465947,CASTLEVIEW TERRACE,7180,337693,374038,5121
-5.81249758248561,54.3672659964878,CASTLEVIGGAN LANE,7179,342224,348717,5122
-6.23003096987575,54.4801152889927,CASTLEVUE GARDENS,24092,314774,360515,5123
-6.23205823354272,54.4803336471962,CASTLEVUE PARK,24091,314642,360536,5124
-6.78887053599204,55.1642524744128,CASTLEWALK,18421,277237,435903,5125
-5.92683595166344,54.5523047865621,CASTLEWARD PARK,7178,334187,369086,5126
-5.58654312704882,54.3573319784991,CASTLEWARD ROAD,7177,356945,348091,5127
-7.29354687261637,54.888088141027,CASTLEWARREN ROAD,20415,245384,404717,5128
-5.86349918772062,54.2817932204991,CASTLEWELLAN ROAD,18613,339198,339103,5129
-5.89646894691033,54.2272468392355,CASTLEWELLAN ROAD,7173,337232,332968,5130
-6.23728116622153,54.3437607994139,CASTLEWELLAN ROAD,7175,314684,345327,5131
-6.1019351600703,54.2309202209465,CASTLEWELLAN ROAD,25943,323823,332997,5132
-6.03073480096838,54.2722778157148,CASTLEWELLAN ROAD,17647,328337,337727,5133
-5.98741888855008,54.3668423169481,CASTLEWELLAN ROAD,20047,330858,348331,5134
-6.12370556704842,54.206749656357,CASTLEWELLAN ROAD,22120,322475,330269,5135
-5.99251842478558,54.566701802062,CASTLEWOOD  MANOR,1025,329892,370565,5136
-6.65558501235256,55.1144358761271,CASTLEWOOD AVENUE,7172,285838,430513,5137
-6.33827689351499,54.4909154694213,CASTOR BAY ROAD,23643,307730,361546,5138
-5.70734000071149,54.5813728816294,CATALINA GARDENS,7170,348281,372762,5139
-6.65588812139188,54.3482077480071,CATHEDRAL CLOSE,7169,287453,345222,5140
-7.17326217037353,54.4104751376535,CATHEDRAL CLOSE,7168,253729,351635,5141
-6.66206289996864,54.3517532942239,CATHEDRAL MEWS,7167,287044,345609,5142
-5.72121622412796,54.3194164818929,CATHEDRAL PARK,7166,348328,343580,5143
-6.67132577976875,54.3521072187906,CATHEDRAL ROAD,7165,286441,345637,5144
-5.71812827833379,54.3202207186069,CATHEDRAL VIEW,7164,348526,343676,5145
-6.66331808577566,54.34151615942,CATHEDRALS VIEW,7163,286984,344468,5146
-5.92063467078682,54.6473679519999,CATHERINE COURT,38652,334275,379678,5147
-6.95254638704174,55.0498092008787,CATHERINE STREET,7161,266997,422994,5148
-5.65132076589074,54.3995412566434,CATHERINE STREET,22876,352578,352646,5149
-5.92542809053094,54.5937198081261,CATHERINE STREET,7162,334142,373698,5150
-6.34082455557765,54.1798011501385,CATHERINE STREET,7160,308380,326915,5151
-5.92557873022224,54.5953217295134,CATHERINE STREET NORTH,7305,334127,373876,5152
-6.12268469326655,54.4087542851874,CAUGHEYS ROAD,7304,321943,352753,5153
-5.91489810077593,54.3100181316275,CAULEYS PIPE ROAD,7303,335758,342144,5154
-6.83710597523777,54.5050728928641,CAULFIELD GLEN,40000,275381,362473,5155
-6.34256038042984,54.1781448789569,CAULFIELD PLACE,7302,308271,326728,5156
-6.65143040440777,54.7196111067819,CAULFIELD VILLAS,24214,286950,386568,5157
-6.17737853860359,54.7154208916865,CAULSIDE DRIVE,7301,317507,386792,5158
-6.17518692586147,54.7106620862349,CAULSIDE PARK,7300,317662,386266,5159
-6.61906935501328,54.4293690004469,CAUSANAGH ROAD,23283,289670,354302,5160
-6.52023766382058,55.2072723081333,CAUSEWAY COURT,7299,294255,441022,5161
-6.07148828873799,54.5155691142945,CAUSEWAY END GARDENS,7296,324941,364731,5162
-6.07082472770008,54.5155585254671,CAUSEWAY END PARK,7295,324984,364731,5163
-6.07187325699758,54.5149373286853,CAUSEWAY END ROAD,7294,324918,364660,5164
-6.07807477151127,54.5147485784487,CAUSEWAY MANOR,39908,324517,364628,5165
-6.07160883406745,54.5143221378623,CAUSEWAY MEADOWS,39871,324937,364592,5166
-5.89379592174026,54.2089683565273,CAUSEWAY PLACE,7293,337467,330939,5167
-5.89301162943298,54.2084155003314,CAUSEWAY ROAD,7291,337520,330879,5168
-6.48038648412879,55.2364809470306,CAUSEWAY ROAD,7292,296721,444328,5169
-6.64868452415597,55.2031758170524,CAUSEWAY STREET,7290,286087,440400,5170
-6.65543880194468,55.2087570980003,CAUSEWAY VIEW,29738,285645,441013,5171
-6.65677690242229,55.2086730302955,CAUSEWAY VIEW LANE,7288,285560,441002,5172
-6.53622648902146,55.212909108411,CAUSEWAY VIEW TERRACE,25546,293224,441628,5173
-6.21748161203641,54.7210217508543,CAVALIER COURT,7286,314907,387349,5174
-7.56979816024702,54.4030261263508,CAVAN LANE,29740,227987,350576,5175
-6.56565414515326,54.4008681147586,CAVAN LANE,22919,293201,351199,5176
-7.37860546684387,54.5225179125754,CAVAN ROAD,20112,240286,363970,5177
-6.71308147497395,54.503070354958,CAVAN ROAD,7283,283419,362390,5178
-7.24242571139313,54.1715102574614,CAVAN ROAD,32787,249524,324985,5179
-6.1308427711819,54.2272300638072,CAVAN ROAD,25942,321949,332536,5180
-7.64637893943447,54.7164928075739,CAVAN ROAD,7284,222838,385443,5181
-6.63778083597293,54.3349145210741,CAVANACAW PARK,7282,288659,343765,5182
-6.63840828041764,54.330815773227,CAVANACAW ROAD,7281,288627,343308,5183
-7.42912344904376,54.855744340457,CAVANACOR VIEW,17453,236713,401037,5184
-6.77557341809162,54.2734665710467,CAVANAGARVAN ROAD,7279,279815,336761,5185
-6.94640124053247,54.5962441324952,CAVANAKEERAN ROAD,24886,268149,372510,5186
-6.55326249638892,54.1729725486321,CAVANAKILL ROAD,17742,294526,325850,5187
-7.48869563840926,54.4487680605925,CAVANAMARA VIEW,27083,233217,355703,5188
-6.79132345906582,54.3326965538924,CAVANAPOLE ROAD,22803,278676,343336,5189
-6.77566927895712,54.3690501978592,CAVANBALLAGHY ROAD,22804,279624,347400,5190
-7.33923225950395,54.8968790590195,CAVANCREAGH ROAD,20416,242443,405667,5191
-7.6078824458218,54.3557769068644,CAVANDALE,18465,225543,345302,5192
-7.5096548508398,54.6938193724852,CAVANDARRAGH ROAD,7278,231667,382972,5193
-7.43120551641351,54.8062762543528,CAVANLEE ROAD,7277,236624,395529,5194
-5.99859616775709,54.5755179243266,CAVANMORE GARDENS,7276,329471,371535,5195
-6.91985382811478,54.635304364781,CAVANONEILL ROAD,7275,269798,376884,5196
-6.85616830846263,54.7715747235208,CAVANREAGH ROAD,19973,273663,392118,5197
-6.55411077820925,54.6148591974649,CAVE HILL DRIVE,22788,293461,375033,5198
-6.03866925516627,55.1250556805145,CAVE ROAD,19587,325167,432627,5199
-5.94217529397082,54.6337913623332,CAVEHILL DRIVE,7274,332929,378126,5200
-5.94343892282669,54.6259420065774,CAVEHILL ROAD,7273,332873,377250,5201
-6.22661303069292,54.2957957940455,CAVEHILL ROAD,16766,315512,340006,5202
-5.96110257593287,54.5981898163661,CAVENDISH COURT,7272,331822,374128,5203
-5.95628990855349,54.5957186126986,CAVENDISH SQUARE,7271,332141,373862,5204
-5.95953894103691,54.5957285266049,CAVENDISH STREET,7270,331931,373857,5205
-7.04724832616109,54.4761339235345,CAVEY ROAD,26387,261812,359047,5206
-7.28085572778532,55.0064162969169,CAW HILL PARK,7269,246063,417898,5207
-7.29618893573349,55.0054460365846,CAW PARK,7268,245083,417780,5208
-5.95881661722087,54.6005772169777,CAWNPORE STREET,7267,331962,374398,5209
-5.65028533318218,54.6402476859248,CAYMAN AVENUE,7266,351750,379436,5210
-5.64959208573495,54.6401803128594,CAYMAN DRIVE,7264,351795,379430,5211
-6.44577679650689,54.4190871241873,CECIL STREET,25222,300941,353392,5212
-6.34312637510654,54.1793117237506,CECIL STREET,7263,308231,326857,5213
-6.62300970530008,54.7581912043195,CEDAR AVENUE,7260,288697,390898,5214
-5.941817080683,54.6234076287274,CEDAR AVENUE,7261,332986,376971,5215
-6.24435755218537,55.2068285226434,CEDAR AVENUE,7262,311818,441380,5216
-6.34828443054569,54.4218358632918,CEDAR COURT,25221,307262,353842,5217
-7.32933655436062,55.0082652877584,CEDAR COURT,12103,242959,418073,5218
-5.70004754556864,54.6001489042709,CEDAR DRIVE,7256,348684,374867,5219
-6.24388882729666,55.2071272180114,CEDAR DRIVE,7257,311847,441414,5220
-6.3492349320473,54.4227203654865,CEDAR DRIVE,25220,307198,353939,5221
-6.32477731550296,54.1925531812342,CEDAR GROVE,7251,309394,328359,5222
-5.84692969421719,54.6204269421299,CEDAR GROVE,7253,339124,376823,5223
-5.68009724838439,54.659997717547,CEDAR GROVE,7255,349753,381570,5224
-5.83303972560234,54.8754167004705,CEDAR GROVE,7252,339144,405230,5225
-6.68350862786428,55.1140761393326,CEDAR GROVE,7254,284057,430439,5226
-5.60928940093855,54.2562606855448,CEDAR GROVE,16863,355848,336793,5227
-5.93335900351439,54.2301677459668,CEDAR HEIGHTS,17995,334817,333222,5228
-6.00632060605392,54.0667293932543,CEDAR HEIGHTS,22477,330573,314896,5229
-6.7357219331149,54.653564246144,CEDAR HEIGHTS,7250,281651,379115,5230
-6.54727801247927,54.3417558057594,CEDAR HILL,22058,294530,344644,5231
-5.96796605673597,54.6874355452106,CEDAR HILL,7249,331091,384048,5232
-5.79806290042759,54.657672025982,CEDAR LANE,7248,342150,381066,5233
-5.96732540017465,54.6893924771481,CEDAR LODGE,39046,331126,384267,5234
-5.93230088684919,54.2307785730522,CEDAR MEADOW,17996,334884,333292,5235
-6.2654143721607,54.1260948059363,CEDAR MEWS,27339,313450,321056,5236
-5.68066037739898,54.6601792301966,CEDAR MOUNT,7247,349716,381589,5237
-6.35004470640667,54.4225068192211,CEDAR PARK,25219,307146,353914,5238
-5.82036357102374,54.7193002118347,CEDAR PARK,7246,340498,387880,5239
-5.54201853191622,54.3815220850148,CEDAR PARK,25470,359745,350883,5240
-7.47690457322299,54.8235943930786,CEDAR PARK,7245,233671,397434,5241
-6.6610884212705,55.1391822457121,CEDAR PLACE,7244,285434,433261,5242
-6.74721867219034,54.5003475059507,CEDAR RIDGE,7243,281213,362047,5243
-7.32886514075378,55.0074811916218,CEDAR STREET,7242,242990,417986,5244
-6.50591089079715,54.8694707537407,CEDAR WAY,39373,295971,403439,5245
-6.17674485410885,54.7098320162699,CEDARHILL,7241,317564,386171,5246
-5.91436503404958,54.5507245941971,CEDARHURST RISE,7239,334999,368934,5247
-5.91505181093885,54.54968517838,CEDARHURST ROAD,7238,334958,368817,5248
-6.21916035249881,54.7057460372784,CEDARMOUNT,7237,314842,385646,5249
-5.91415139364254,54.5500649949224,CEDERHURST COURT,29746,335015,368861,5250
-5.84063601649388,54.8519577968107,CEDRIC STREET,7236,338737,402604,5251
-7.31479998930775,54.9854220111126,CELANDINE COURT,7235,243914,415539,5252
-7.33540779653767,54.9917794036907,CELTIC COURT,7234,242588,416234,5253
