X,Y,OBJECTID_1,OBJECTID,Muni,Ward,District,LocName,Prefix,House,Street,Suffix1,Suffix2,City,Zip,Parcel,Leadman,Region,DistrictCO,DistrictSE,DistrictLE,MuniName,OrigAddres,MWD,POINT_X,POINT_Y
-80.0390213936981,40.3410140363069,31,31,110,5,3,SOUTH HILLS ASSEMBLY LRG LOBBY, ,2725,BETHEL CHURCH,RD, ,BETHEL PARK,15102-2036,0393G00195000001,39,5,18,37,40,BETHEL PARK,2725 BETHEL CHURCH RD,1100503,1330499.37503,375350.490383
-80.0321203967907,40.3076968612995,32,32,110,6,2,FIRST BETHEL UNITED METH CH FOUNDERS HALL, ,5901,LIBRARY,RD, ,BETHEL PARK,15102,0665N00175000000,39,5,18,37,40,BETHEL PARK,5901 LIBRARY RD,1100602,1332108.79586,363167.559697
-80.0320889263185,40.3076051609352,33,33,110,6,3,FIRST BETHEL UNITED METH CH FOUNDERS HALL, ,5901,LIBRARY,RD, ,BETHEL PARK,15102,0665N00175000000,39,5,18,37,40,BETHEL PARK,5901 LIBRARY RD,1100603,1332116.70682,363133.938206
-80.0566235500209,40.3217531521287,34,34,110,7,1,RUTHFRED LUTHERAN CHURCH, ,3401,SOUTH PARK,RD, ,BETHEL PARK,15102,0568G00031000000,39,5,18,37,42,BETHEL PARK,3401 SOUTH PARK RD,1100701,1325411.1249,368463.933251
-80.0479175612062,40.3370907407115,35,35,110,7,2,BETHEL PRESBY CHURCH AUD, ,2999,BETHEL CHURCH,RD, ,BETHEL PARK,15102-1603,0393N00127000000,39,5,18,37,42,BETHEL PARK,2999 BETHEL CHURCH RD,1100702,1327983.18767,373986.138396
-80.0479175612062,40.3370907407115,36,36,110,7,3,BETHEL PRESBY CHURCH AUD, ,2999,BETHEL CHURCH,RD, ,BETHEL PARK,15102-1603,0393N00127000000,39,5,18,37,42,BETHEL PARK,2999 BETHEL CHURCH RD,1100703,1327983.18767,373986.138396
-80.0484896239135,40.3419804890116,37,37,110,8,1,PATHFINDER SCHOOL, ,50,DONATI,RD, ,BETHEL PARK,15102,0393E00271000000,39,5,18,37,42,BETHEL PARK,50 DONATI RD,1100801,1327870.12506,375770.987749
-80.0484896239135,40.3419804890116,38,38,110,8,2,PATHFINDER SCHOOL, ,50,DONATI,RD, ,BETHEL PARK,15102,0393E00271000000,39,5,18,37,42,BETHEL PARK,50 DONATI RD,1100802,1327870.12506,375770.987749
-80.0314122775492,40.3320693112691,39,39,110,8,3,MUNICIPAL BLDG COUNCIL CHAMBERS,W,5100,LIBRARY,AVE, ,BETHEL PARK,15102-2787,0475E00226000000,39,5,18,37,40,BETHEL PARK,5100 W LIBRARY AVE,1100803,1332535.56277,372038.194169
-80.0479175612062,40.3370907407115,40,40,110,8,4,BETHEL PRESBY CHURCH RM 107, ,2999,BETHEL CHURCH,RD, ,BETHEL PARK,15102-1603,0393N00127000000,39,5,18,37,42,BETHEL PARK,2999 BETHEL CHURCH RD,1100804,1327983.18767,373986.138396
-80.043403718365,40.2987998729191,41,41,110,9,2,WM PENN SCHOOL LIBRARY, ,110,WOODLET,LN, ,BETHEL PARK,15102-2350,0773P00082000000,39,5,18,37,42,BETHEL PARK,110 WOODLET LN,1100902,1328878.87512,360009.065249
-80.0423378566045,40.2966371750096,42,42,110,9,3,JOHN MCMILLAN UN PRESBYTERIAN CH (USA), ,1100,CLIFTON,RD, ,BETHEL PARK,15102,0888B00070000000,39,5,18,37,40,BETHEL PARK,1100 CLIFTON RD,1100903,1329155.62489,359213.760512
-79.7389131020257,40.6043954695887,43,43,112,1,0,PIONEER HOSE CO, ,124,MORGAN,ST, ,BRACKENRIDGE,15014-1415,1224G00209000000,44,3,4,45,33,BRACKENRIDGE,124 MORGAN ST,1120100,1416291.81725,469250.386545
-79.7389131020257,40.6043954695887,44,44,112,2,0,PIONEER HOSE CO #1, ,124,MORGAN,ST, ,BRACKENRIDGE,15014,1224G00209000000,44,3,4,45,33,BRACKENRIDGE,122 MORGAN ST,1120200,1416291.81725,469250.386545
-79.7390261655743,40.6043632754872,45,45,112,3,0,PIONEER HOSE CO, ,124,MORGAN,ST, ,BRACKENRIDGE,15014,1224G00209000000,44,3,4,45,33,BRACKENRIDGE,978 10TH AVE,1120300,1415010.96347,472418.131121
-79.8702904244533,40.4106556448455,46,46,113,1,0,LUNDINE APARTMENTS LOBBY, ,125,COREY,AVE, ,BRADDOCK,15104,0236G00108000000,32,6,14,45,34,BRADDOCK,125 COREY AVE,1130100,1378128.12546,399539.221019
-79.868359654472,40.4037967711717,47,47,113,2,0,BRADDOCK BORO BLDG COUNCIL CHAMBERS, ,415,6TH,ST, ,BRADDOCK,15104,0237D00384000000,32,6,14,45,34,BRADDOCK,415 SIXTH STREET,1130200,1378605.6943,397028.37031
-79.8634560097326,40.4219281568154,48,48,114,0,1,BRADDOCK HILLS ELEM SCHOOL, ,1300,BRINTON,RD, ,PITTSBURGH,15221,0300A00178000000,31,6,14,43,34,BRADDOCK HL,1300 BRINTON RD,1140001,1380129.00067,403598.97913
-79.8686779878247,40.4241366743355,49,49,114,0,2,BRADDOCK HILLS SR. CENTER, ,2794,COLUMBIA,AVE, ,PITTSBURGH,15221,0234S00192000002,31,6,14,43,34,BRADDOCK HL,2794 COLUMBIA AVE,1140002,1378694.81673,404438.140655
-80.0810401970341,40.6349457843308,50,50,115,0,1,BRADFORD WOODS COMM CHURCH, ,4836,WEXFORD RUN,RD, ,BRADFORD WOODS,15015,9809X00298000000,42,4,4,40,28,BRADFORDWOOD,4836 WEXFORD RUN RD,1150001,1321616.62131,482699.635061
-79.974519509807,40.3685199344733,51,51,116,0,1,MOORE ELEMENTARY SCHOOL  GYM, ,3809,DALEWOOD,ST, ,BRENTWOOD,15227,0188K00032000000,55,1,18,42,36,BRENTWOOD,3809 DALEWOOD ST,1160001,1348726.0106,384908.12338
-79.9751962691249,40.3800602696867,52,52,116,0,2,CONCORD LUTH CH ED BLD LWR LVL, ,3109,BROWNSVILLE,RD, ,BRENTWOOD,15227-2429,0137F00215000002,55,1,18,42,36,BRENTWOOD,3109 BROWNSVILLE RD,1160002,1348643.41808,389115.628537
-79.9669031233518,40.3809378341735,53,53,116,0,4,PRIVATE RESIDENCE GARAGE, ,3209,WILLETT,RD, ,BRENTWOOD,15227-3043,0137H00225000000,55,1,18,42,36,BRENTWOOD,3209 WILLETT RD,1160004,1350961.11974,389377.119502
-79.9717577088935,40.3750603959591,54,54,116,0,6,BORO BLDG, ,3624,BROWNSVILLE,RD, ,BRENTWOOD,15227-3153,0137P00006000000,55,1,18,42,36,BRENTWOOD,3624 BROWNSVILLE RD,1160006,1349555.2522,387270.657109
-79.974519509807,40.3685199344733,55,55,116,0,9,MOORE ELEMENTARY SCHOOL GYM, ,3809,DALEWOOD,ST, ,BRENTWOOD,15227,0188K00032000000,55,1,18,42,36,BRENTWOOD,3809 DALEWOOD ST,1160009,1348726.0106,384908.12338
-80.1068506385236,40.3621446913456,56,56,117,0,1,BRIDGEVILLE VOL FIRE CO LOBBY, ,370,COMMERCIAL,ST, ,BRIDGEVILLE,15017-2347,0255G00288000000,47,5,18,37,45,BRIDGEVILLE,370 COMMERCIAL ST,1170001,1311803.68818,383542.809335
-80.1068506385236,40.3621446913456,57,57,117,0,2,BRIDGEVILLE VOL FIRE CO LOBBY, ,370,COMMERCIAL,ST, ,BRIDGEVILLE,15017-2347,0255G00288000000,47,5,18,37,45,BRIDGEVILLE,370 COMMERCIAL ST,1170002,1311803.68818,383542.809335
-80.090557494365,40.4047818637883,58,58,118,1,1,CARNEGIE VOL FIRE & RESCUE AMB BAY,W,201,MAIN,ST, ,CARNEGIE,15106-2621,0103R00102000000,26,5,18,42,45,CARNEGIE,201 W MAIN ST,1180101,1316754.05259,398949.155923
-80.090557494365,40.4047818637883,59,59,118,1,4,CARNEGIE VOL FIRE & RESCUE AMB BAY,W,201,MAIN,ST, ,CARNEGIE,15106-2621,0103R00102000000,26,5,18,42,45,CARNEGIE,201 W MAIN ST,1180104,1316754.05259,398949.155923
-80.0817907373124,40.4013871381673,60,60,118,2,3,CARNEGIE ELEMENTARY SCHOOL 1ST FL, ,301,FRANKLIN,AVE, ,CARNEGIE,15106-3031,0065E00100000000,26,5,18,42,45,CARNEGIE,301 FRANKLIN AVE,1180203,1319162.00649,397648.320294
-80.0817907373124,40.4013871381673,61,61,118,2,4,CARNEGIE ELEMENTARY SCHOOL, ,301,FRANKLIN,AVE, ,CARNEGIE,15106,0065E00100000000,26,5,18,42,45,CARNEGIE,301 FRANKLIN AVE,1180204,1319162.00649,397648.320294
-80.0292226759449,40.3619002938765,62,62,119,0,4,ST ANNE'S SCHOOL CAFETERIA, ,4040,WILLOW,AVE, ,CASTLE SHANNON,15234,0250E00060000000,54,5,18,42,22,CASL SHANNON,4040 WILLOW AVE,1190004,1333426.24046,382886.056267
-80.0292226759449,40.3619002938765,63,63,119,0,6,ST ANNE'S SCHOOL GYM, ,4040,WILLOW,AVE, ,CASTLE SHANNON,15234,0250E00060000000,54,5,18,42,22,CASL SHANNON,4040 WILLOW AVE,1190006,1333426.24046,382886.056267
-79.7999370053546,40.5428351150602,64,64,121,0,1,CHESWICK VOLUNTEER FIRE CO, ,1411,SPRUCE,ST, ,CHESWICK,15024,0530M00225000001,45,3,4,45,33,CHESWICK,1411 SPRUCE ST,1210001,1398831.37955,447216.909641
-79.7999370053546,40.5428351150602,65,65,121,0,2,CHESWICK VOLUNTEER FIRE CO, ,1411,SPRUCE,ST, ,CHESWICK,15024,0530M00225000001,45,3,4,45,33,CHESWICK,1411 SPRUCE ST,1210002,1398831.37955,447216.909641
-79.8861069994136,40.2862962292778,66,66,123,2,3,1ST UNITED METH CH RAMP DR, ,500,THOMPSON,AVE, ,CLAIRTON,15025-1041,1002D00082000000,21,1,14,45,39,CLAIRTON,500 THOMPSON AVE,1230203,1372629.31307,354355.221768
-79.8859604923562,40.2867198641587,67,67,123,3,1,1ST UNITED METH CH RAMP DR, ,500,THOMPSON,AVE, ,CLAIRTON,15025,1002D00082000000,21,1,14,45,39,CLAIRTON,501 MITCHELL AVE,1230301,1372601.62563,356294.637519
-79.8861069994136,40.2862962292778,68,68,123,3,2,1ST UN METHODIST CH RAMP DR, ,500,THOMPSON,AVE, ,CLAIRTON,15025-1041,1002D00082000000,21,1,14,45,39,CLAIRTON,500 THOMPSON AVE,1230302,1372629.31307,354355.221768
-79.8942982674975,40.2959314182187,69,69,123,4,2,CLAIRTON MUNICIPAL BUILDING, ,551,RAVENSBURG,BLVD, ,CLAIRTON,15025,0879B00200000000,21,1,14,45,39,CLAIRTON,501 MITCHELL AVE,1230402,1372601.62563,356294.637519
-79.8947450106054,40.2962786671507,70,70,123,4,3,CLAIRTON MUNICIPAL BUILDING, ,551,RAVENSBURG,BLVD, ,CLAIRTON,15025-1239,0879B00200000000,21,1,14,45,39,CLAIRTON,1118 WORTHINGTON AVE,1230403,1369653.68811,356647.400938
-80.1320282604798,40.390817837711,71,71,124,0,1,COLLIER TWP MUNICIPAL BUILDING, ,2418,HILLTOP,RD, ,PRESTO,15142,9905X82236000000,49,5,18,37,44,COLLIER,2418 HILLTOP RD,1240001,1305071.77036,394172.72888
-80.1426508522375,40.3977072828232,72,72,124,0,2,RENNERDALE VOL FIRE CO 1ST FL HALL, ,30,SUBURBAN,AVE, ,CARNEGIE,15106-1489,9905X00153000000,49,5,18,37,44,COLLIER,30 SUBURBAN AVE,1240002,1302181.93938,396761.586698
-80.1328991485688,40.3743407103751,73,73,124,0,4,CHARTIER VALLEY H S BLD 1 AUD LOB, ,50,THOMS RUN,RD, ,BRIDGEVILLE,15017-2835,9905X50010000000,49,5,18,37,44,COLLIER,50 THOMS RUN RD,1240004,1304667.32746,388178.911028
-80.1625362620749,40.5210678545564,74,74,125,2,0,CORAOPOLIS TOWERS, ,951,1ST,AVE, ,CORAOPOLIS,15108-1424,0342A00369000001,51,4,14,42,45,CORAOPOLIS,951 1ST AVE,1250200,1297873.06292,441835.782284
-80.0668224768263,40.4344636877473,75,75,126,1,1,COMMUNITY CTR ELEV 2ND FL, ,140,BRADFORD AVENUE SIDE,ENT, ,CRAFTON,15205-3050,0069S00072000000,18,5,14,42,27,CRAFTON,140 BRADFORD AVE SIDE ENT,1260101,1323645.37516,409584.180324
-80.0649278309745,40.4383738121063,76,76,126,2,1,ST MATTHEWS CHURCH HALL,E,45,STEUBEN,ST, ,PITTSBURGH,15205,0040E00216000000,18,5,14,42,27,CRAFTON,45 EAST STEUBEN ST,1260201,1324209.93815,410994.315605
-80.0681534303967,40.4407052355229,77,77,126,2,2,CRAFTON TOWERS REC RM, ,1215,FOSTER,AVE, ,CRAFTON,15205-2771,0069H00225000000,18,5,14,42,27,CRAFTON,1215 FOSTER AVE,1260202,1323334.68769,411866.907933
-80.0680641827944,40.4357286744094,78,78,126,3,1,AMERICAN LEGION POST 145, ,145,AMERICAN LEGION,PLZ, ,CRAFTON,15205,0069M00111000000,18,5,14,42,27,CRAFTON,145 AMERICAN LEGION PLAZA,1260301,1323311.93803,410053.924346
-80.0730149922725,40.4295011061291,79,79,126,3,2,PRESBYTERIAN CH SUN SCH RM, ,90,HAWTHORNE,AVE, ,CRAFTON,15205,0068G00160000000,18,5,14,42,27,CRAFTON,90 HAWTHORNE AVENUE,1260302,1321874.62145,407822.22296
-80.2218978487333,40.5553931047079,80,80,127,1,0,CRESCENT TWP BUILDING, ,225,SPRING RUN,RD, ,CRESCENT,15046,0702G00051000000,48,4,18,47,16,CRESCENT,225 SPRING RUN RD,1270100,1281726.18772,454792.099715
-80.2218978487333,40.5553931047079,81,81,127,2,0,CRESCENT TWP BUIDLING, ,225,SPRING RUN,RD, ,CRESCENT,15046,0702G00051000000,48,4,18,47,16,CRESCENT,225 SPRING RUN RD,1270200,1281726.18772,454792.099715
-80.0373905390213,40.3981086675543,82,82,128,0,1,DORMONT UNITED METHODIST CHURCH, ,1641,POTOMAC,AVE, ,DORMONT,15216,0063L00064000000,54,5,18,42,27,DORMONT,1641 POTOMAC AVE,1280001,1331492.50078,396131.024984
-80.0349478803972,40.3964206380634,83,83,128,0,3,DORMONT PRESBY CHURCH ROOM 101, ,2865,ESPY,AVE, ,DORMONT,15216,0063S00011000002,54,5,18,42,27,DORMONT,2865 ESPY AVE,1280003,1332156.68808,395498.677308
-80.0373905390213,40.3981086675543,84,84,128,0,4,DORMONT UNITED METHODIST CHURCH, ,1641,POTOMAC,AVE, ,DORMONT,15216,0063L00064000000,54,5,18,42,27,DORMONT,1641 POTOMAC AVE,1280004,1331492.50078,396131.024984
-80.0349478803972,40.3964206380634,85,85,128,0,5,DORMONT PRESBY CHURCH ROOM 101, ,2865,ESPY,AVE, ,DORMONT,15216,0063S00011000002,54,5,18,42,27,DORMONT,2865 ESPY AVE,1280005,1332156.68808,395498.677308
-79.8935600137857,40.3464957282364,86,86,129,0,3,DRAVOSBURG HOUSING ASSN SOCIAL RM, ,42,SCOTT,DR, ,DRAVOSBURG,15034-1154,0309P00150000000,22,1,14,45,38,DRAVOSBURG,42 SCOTT DR,1290003,1371082.94219,376329.350696
-79.8640562764552,40.3825449328875,87,87,130,1,1,MASONIC HALL, ,1200,CLONMEL,ST, ,DUQUESNE,15110,0304A00203000000,23,1,14,45,35,DUQUESNE,801 OVERLAND,1300101,1380940.18769,388308.622346
-79.8641910454575,40.3828216174595,88,88,130,1,2,MASONIC HALL, ,1200,CLONMEL,ST, ,DUQUESNE,15110,0304A00203000000,23,1,14,45,35,DUQUESNE,801 OVERLAND,1300102,1380940.18769,388308.622346
-79.8470082233588,40.3725229147294,89,89,130,1,3,CITY HALL AUX POLICE RM,S,12,2ND,ST, ,DUQUESNE,15110-1148,0378E00256000000,23,1,14,45,35,DUQUESNE,12 S 2ND ST,1300103,1384279.7504,385496.737329
-79.8470082233588,40.3725229147294,90,90,130,2,1,CITY HALL GARAGE,S,12,2ND,ST, ,DUQUESNE,15110-1148,0378E00256000000,23,1,14,45,35,DUQUESNE,12 S 2ND ST,1300201,1384279.7504,385496.737329
-79.8490581864455,40.3711052584168,91,91,130,2,3,ST HEDWIG CHURCH,S,105,5TH,ST, ,DUQUESNE,15110-1813,0378E00240000001,23,1,14,45,35,DUQUESNE,105 S. 5TH ST,1300203,1383696.46935,384994.006138
-79.8492212252107,40.364630153522,92,92,130,3,1,ST. PETER & PAUL BYZAN SOCIAL HALL, ,701,FOSTER,AVE, ,DUQUESNE,15110,0379A00060000001,23,1,14,45,35,DUQUESNE,701 FOSTER AVE,1300301,1383594.98863,382636.904746
-79.8428544968915,40.3665782812084,93,93,130,3,2,MACEDONIA BAPTIST CHURCH 1ST FL, ,17,COCHRAN,AVE, ,DUQUESNE,15110-1305,0378P00091000000,23,1,14,45,35,DUQUESNE,17 COCHRAN AVE,1300302,1385385.43389,383304.293678
-79.7793079920688,40.5809370273997,94,94,131,2,0,HOLY FAMILY R C CHURCH SOCIAL HALL, ,787,FREEPORT,RD, ,CREIGHTON,15030-1028,0960N00056000000,45,3,12,45,33,EAST DEER,787 FREEPORT RD,1310200,1404882.02582,460961.654379
-79.8047256584833,40.3876875393249,95,95,132,0,1,UNITED VOLUNTEER FIRE & RESCUE, ,611,BROADWAY,ST, ,EAST MCKEESPORT,15035,0546L00378000000,33,6,14,45,34,E MCKEESPORT,611 BROADWAY ST,1320001,1396185.93823,390742.74798
-79.8091267745439,40.3824134557886,96,96,132,0,2,E. MCKEESPORT SENIOR CITIZEN COM CTR, ,539,CHICORA,ST, ,EAST MCKEESPORT,15035,0547B00345000000,33,6,14,45,34,E MCKEESPORT,539 CHICORA ST,1320002,1394915.49654,388850.496058
-79.8091267745439,40.3824134557886,97,97,132,0,3,E. MCKEESPORT SENIOR CITIZEN COM CTR, ,539,CHICORA,ST, ,EAST MCKEESPORT,15035,0547B00345000000,33,6,14,45,34,E MCKEESPORT,539 CHICORA ST,1320003,1394915.49654,388850.496058
-79.8843004301553,40.434297852845,98,98,134,0,2,BORO BLDG, ,2,RACE,ST, ,PITTSBURGH,15218,0176S00099000000,31,2,14,43,34,EDGEWOOD,TWO RACE ST,1340002,1374436.07709,408243.483424
-79.8843004301553,40.434297852845,99,99,134,0,3,BORO BLDG, ,2,RACE,ST, ,PITTSBURGH,15218,0176S00099000000,31,2,14,43,34,EDGEWOOD,TWO RACE ST,1340003,1374436.07709,408243.483424
-79.7994950335903,40.2758462971928,100,100,137,3,0,BUENA VISTA VOL FIRE CO, ,3333,STATION,ST, ,BUENA VISTA,15018,1127A00332000000,46,1,18,45,39,ELIZABETH TP,3333  FIRE STATION ST,1370300,1396697.1295,349976.874523
-79.8152396455906,40.2966865359599,101,101,137,4,1,MT VERNON PRESBYTERIAN CHURCH, ,2200,BUENA VISTA,RD, ,MCKEESPORT,15135,0874A00308000000,46,1,18,45,35,ELIZABETH TP,2200 BUENA VISTA RD,1370401,1392482.7505,357669.042727
-79.8152396455906,40.2966865359599,102,102,137,4,2,MT VERNON PRESBYTERIAN CHURCH, ,2200,BUENA VISTA,RD, ,MCKEESPORT,15135,0874A00308000000,46,1,18,45,35,ELIZABETH TP,2200 BUENA VISTA RD,1370402,1392482.7505,357669.042727
-79.8002334846708,40.3110166495151,103,103,137,5,2,GREENOCK FIRE HALL, ,1002,BUENA VISTA,RD, ,GREENOCK,15047,0652M00349000000,46,1,18,45,35,ELIZABETH TP,1002 BUENA VISTA RD,1370502,1396788.56297,362790.453569
-79.8750730038095,40.2729996941371,104,104,137,7,2,BLAINE HILL VOL FIRE CO, ,409,OXFORD,AVE, ,ELIZABETH,15037-1829,1132F00056000001,46,1,14,45,39,ELIZABETH TP,409 OXFORD AVE,1370702,1375590.1256,349438.563099
-79.9445991699164,40.4979860829414,105,105,139,1,0,CALVERT MEMORIAL U P CHURCH, ,94,LOCUST,ST, ,ETNA,15223-2117,0167F00308000000,15,3,14,40,21,ETNA,94 LOCUST ST,1390100,1358232.35454,431849.345175
-79.9441128604181,40.4996853206158,106,106,139,2,0,ETNA BOROUGH BUILDING, ,437,BUTLER,ST, ,ETNA,15223-2126,0167B00065000000,15,3,14,40,21,ETNA,437 BUTLER ST,1390200,1358382.9371,432464.831278
-79.9516238648413,40.5031850308066,107,107,139,3,0,ALL SAINTS ACTIVITY BLDG, ,19,WILSON,ST, ,ETNA,15223-1735,0221M00078000002,15,3,4,40,21,ETNA,19 WILSON ST,1390300,1356326.56284,433791.370535
-79.7540759298044,40.6580721792833,108,108,140,0,1,MUNICIPAL BLDG FIRST FLOOR, ,3054,HOWES RUN,RD, ,TARENTUM,15084,2201P00132000000,44,3,4,38,33,FAWN,3054 HOWES RUN RD,1400001,1412526.4085,488895.64835
-79.8424453580924,40.4109214188291,109,109,142,0,4,FOREST HILLS SENIOR CITZ BLDG, ,444,AVENUE D, , ,PITTSBURGH,15221-4214,0374F00068000000,52,6,14,43,34,FOREST HILLS,444 AVENUE D,1420004,1385882.12529,399451.088454
-79.8447566820473,40.422553392766,110,110,142,0,5,CHRIST LUTHERAN CHURCH, ,400,BARCLAY AVENUE FRNT,ENT, ,PITTSBURGH,15221-4036,0373B00050000001,52,6,14,43,34,FOREST HILLS,400 BARCLAY AVE FRNT ENT,1420005,1385339.18769,403702.654477
-79.8842452509429,40.1983634419195,111,111,143,0,1,FIRE HALL, , ,RT 136 GALLATIN,RD, ,ELIZABETH,15063,2469D00147000000,46,1,18,46,39,FORWARD,RT 136 GALLATIN RD,1430001,1372374.47576,322319.070185
-79.8799543733293,40.2295423293637,112,112,143,0,2,FORWARD TWP V.F.D., ,9019,ROBERTS HOLLOW,RD, ,ELIZABETH,15063,1736N00169000000,46,1,18,46,39,FORWARD,9019 ROBERTS HOLLOW RD,1430002,1373846.66448,333644.922672
-79.8841491604353,40.1984517362729,113,113,143,0,3,FORWARD TWP MUNICIPAL BLDG, ,500,LIGGETT,AVE, ,MONONGAHELA,15063-4004,2469D00147000000,46,1,12,46,39,FORWARD,500 LIGGETT AVE,1430003,1363501.12363,323818.887167
-79.8799543733293,40.2295423293637,114,114,143,0,4,FORWARD TWP V.F.D., ,9019,ROBERTS HOLLOW,RD, ,ELIZABETH,15063,1736N00169000000,46,1,18,46,39,FORWARD,9019 ROBERTS HOLLOW RD,1430004,1373846.66448,333644.922672
-79.8798278162508,40.5153530450554,115,115,144,0,1,COOPER-SIEGEL COMMUNITY LIBRARY, ,403,FOX CHAPEL,RD, ,PITTSBURGH,15238-2225,0289J00085000000,38,3,4,38,30,FOX CHAPEL,401 FOX CHAPEL RD,1440001,1376171.68823,437634.749556
-80.0704502199779,40.5712036899389,116,116,145,2,2,ST. JOHN NEUMANN PARISH HALL, ,2230,ROCHESTER,RD, ,PITTSBURGH,15237-1691,0823R00042000000,42,4,4,40,28,FRANKLIN PK,2230 ROCHESTER RD,1450202,1323944.6502,459408.328039
-80.0804498181628,40.6011818307949,117,117,145,3,1,TRINITY EVAN LUTHERAN CHURCH, ,2500,BRANDT SCHOOL,RD, ,WEXFORD,15090-7628,1204J00030000001,42,4,4,40,28,FRANKLIN PK,2500 BRANDT SCHOOL RD,1450301,1321455.85513,470398.983786
-80.078351753041,40.5815487866766,118,118,145,3,2,NEW BORO BUILDING 1ST FL,W,2344,INGOMAR,RD, ,PITTSBURGH,15237-1691,0942N00130000000,42,4,4,40,28,FRANKLIN PK,2344 W INGOMAR RD,1450302,1321849.68774,463233.594749
-80.0469887593815,40.4187660526691,119,119,149,0,2,GREENTREE MUNI BLDG COUNCIL CHA,W,10,MANILLA,AVE, ,PITTSBURGH,15220-3131,0017J000182000000,13,5,18,42,42,GREENTREE,10 WEST MANILLA AVE,1490002,1329015.8392,403723.285827
-80.0471338592486,40.4190334199294,120,120,149,0,3,GREENTREE MUNI BLDG COUNCIL CHA,W,10,MANILLA,AVE, ,PITTSBURGH,15220-3131,0017J00182000000,13,5,18,42,42,GREENTREE,10 WEST MANILLA AVE,1490003,1328977.9857,403821.704944
-80.0472486941989,40.4223803714531,121,121,149,0,4,ST. MARGARET CHURCH-CAFETERIA, ,310,MANSFIELD,AVE, ,PITTSBURGH,15220-2902,0017A00075000001,13,5,18,42,42,GREENTREE,310 MANSFIELD AVE,1490004,1328977.73668,405041.411653
-79.9442847026832,40.6126715835362,122,122,150,0,2,HAMPTON PRESBY CHURCH GYM,E,2942,HARDIES,RD, ,GIBSONIA,15044,1355F00110000000,41,3,4,40,30,HAMPTON,2942 EAST HARDIES RD,1500002,1359357.80915,473615.010656
-79.9678875300356,40.5917738953359,123,123,150,0,3,ST CATHERINE REAR ENT CHURCH HALL, ,2554,WILDWOOD,RD, ,ALLISON PARK,15101-2224,1076J00240000000,41,3,4,40,30,HAMPTON,2554 WILDWOOD RD,1500003,1352615.74993,466167.842135
-79.9495004151268,40.6125733947193,124,124,150,0,9,NORTH HAMPTON VOL FIRE CO,N,5149,PIONEER,RD, ,GIBSONIA,15044-9641,1355J00309000001,41,3,4,40,30,HAMPTON,5149 N PIONEER RD,1500009,1357909.31304,473615.269485
-79.9678875300356,40.5917738953359,125,125,150,0,10,ST CATHERINE REAR ENT CHURCH HALL, ,2554,WILDWOOD,RD, ,ALLISON PARK,15101-2224,1076J00240000000,41,3,4,40,30,HAMPTON,2554 WILDWOOD RD,1500010,1352615.74993,466167.842135
-79.944068010255,40.6125844237159,126,126,150,0,11,HAMPTON PRESBY CHURCH GYM,E,2942,HARDIES,RD, ,GIBSONIA,15044,1355F00110000000,41,3,4,40,30,HAMPTON,1942 EAST HARDIES RD,1500011,1359417.16267,473581.772589
-79.8201354190576,40.5424655500917,127,127,151,0,1,HARMAR TWP MUNI BLDG 1ST FLOOR, ,701,FREEPORT,RD, ,CHESWICK,15024-1205,0529S00260000000,45,3,4,45,33,HARMAR,701 FREEPORT RD,1510001,1393216.18788,447213.247574
-79.8201354190576,40.5424655500917,128,128,151,0,2,HARMAR TWP MUNI BLDG 1ST FLOOR, ,701,FREEPORT,RD, ,CHESWICK,15024-1205,0529S00260000000,45,3,4,45,33,HARMAR,701 FREEPORT RD,1510002,1393216.18788,447213.247574
-79.7293213746645,40.6171761639677,129,129,152,1,1,HIGHLAND COMMUNITY CENTER ROOM 1ST FL, , ,CALIFORNIA @ PACIFIC,AVE, ,NATRONA HEIGHTS,15065,1368A00040000000,44,3,4,38,33,HARRISON,1350 BROADVIEW BLVD,1520101,1419058.80121,473845.536132
-79.7340031947485,40.6177940426979,130,130,152,1,2,WWJD ASSOCIATES, ,1329,FREEPORT,RD, ,NATRONA HEIGHTS,15065-1134,1667D00265000000,44,3,4,38,33,HARRISON,1329 FREEPORT RD,1520102,1417764.445,474099.743046
-79.7331539666957,40.6215607541063,131,131,152,1,3,HILLTOP HOSE COMPANY #3, ,1501,CAMBRIDGE,ST, ,NATRONA HEIGHTS,15065,1519J00189000000,44,3,4,38,33,HARRISON,1501 CAMBRIDGE ST,1520103,1418030.95452,475466.360447
-79.7293213746645,40.6171761639677,132,132,152,2,1,HIGHLAND COMMUNITY CENTER ROOM 1ST FL, ,1350,BROADVIEW,BLVD, ,NATRONA HEIGHTS,15065,1368A00040000000,44,3,4,38,33,HARRISON,1350 BROADVIEW BLVD,1520201,1419058.80121,473845.536132
-79.7003299307605,40.6554675372286,133,133,152,3,1,HARRISON HILLS V.F.C. #4, ,5300,FREEPORT,RD, ,NATRONA HEIGHTS,15065-2815,2021G00086000002,44,3,4,38,33,HARRISON,5300 FREEPORT RD,1520301,1427413.30721,487613.141134
-79.7003299307605,40.6554675372286,134,134,152,4,2,HARRISON HILLS V.F.C. #4, ,5300,FREEPORT,RD, ,NATRONA HEIGHTS,15065-2815,2021G00086000002,44,3,4,38,33,HARRISON,5300 FREEPORT RD,1520402,1427413.30721,487613.141134
