FID,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,ZIPL,ZIPR,MCDL,MCDR,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,GDTLINK,ONEWAY,UNIQUE_ID,ROUTE_NO,SYSTEMID,USERID,FEATURECOD,UPDATE_YEA,MODIFIEDBY,MODIFIEDON,CREATEDBY,CREATEDON,Shape_Leng
2091, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73912,5,1630,2004, , , , ,292.010847291
2092, ,Duff City,Rd, ,Duff City Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53594,22,1630,1994, , , , ,385.103094409
2093, ,Library,Rd, ,Library Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 88,76412,26,1630,2004, , , , ,165.758431482
2094, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73904,12,1630,2004, , , , ,552.608926224
2095, ,Warrendale Bayne,Rd, ,Warrendale Bayne Rd, ,0,0,0,0, , , , , , ,County,Red,Yes,0, , , ,0, ,72862,10,1630,2004, , , , ,687.797397668
2096, ,Crafton,Blvd, ,Crafton Blvd, ,0,0,0,0, , , , ,100,100, ,Blue,Yes,2,A31, ,n,14781, ,75120,51680903,1600,1994, , , , ,536.019433771
2097, ,Fern Hollow,Rd, ,Fern Hollow Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73946,5,1630,1994, , , , ,2707.1737953
2098, ,Ingomar,Rd, ,Ingomar Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53632,70,1630,2004, , , , ,518.087993423
2099, ,Fern Hollow,Rd, ,Fern Hollow Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73948,7,1630,1994, , , , ,267.025381747
2100, ,Ingomar,Rd, ,Ingomar Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53632,70,1630,2004, , , , ,1958.47715189
2101, ,Fern Hollow,Rd, ,Fern Hollow Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53627,6,1630,1994, , , , ,714.269807416
2102, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77419,31,1630,2004, , , , ,570.205417093
2103, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77419,31,1630,2004, , , , ,391.394607973
2104, ,Main,St, ,Main St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53640,12,1630,1994, , , , ,1038.12157874
2105, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77444,18,1630,2004, , , , ,506.89615168
2106, ,Orchard,St, ,Orchard St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53604,6,1630,1994, , , , ,27.1559032476
2107, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77444,18,1630,2004, , , , ,689.989198979
2108, ,Main,St, ,Main St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53598,3,1630,1994, , , , ,269.658143732
2109, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77445,24,1630,2004, , , , ,413.655768449
2110, ,Warrendale Bakerstown,Rd, ,Warrendale Bakerstown Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52688,16,1630,2004, , , , ,27.6630765687
2111, , , , , , ,0,0,0,0, , , , , , , ,Red, ,0, , , ,0, ,88456,10,1630,2004, , , , ,725.445742533
2112, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72696,17,1630,1994, , , , ,98.3906303823
2113, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72698,5,1630,1994, , , , ,1487.06387747
2114, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72695,17,1630,1994, , , , ,680.728070615
2115, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72694,17,1630,1994, , , , ,132.192613754
2116, ,Thomas Run,Rd, ,Thomas Run Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,79912,22,1630,1994, , , , ,240.412821025
2117, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72699,5,1630,1994, , , , ,780.529483671
2118, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76658,42,1630,1994, , , , ,419.800988472
2119, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76668,10,1630,1994, , , , ,963.090891986
2120, ,Cross,St, ,Cross St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53659,19,1630,1994, , , , ,756.196986161
2121, ,Main,St, ,Main St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53645,14,1630,1994, , , , ,199.263337133
2122, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76667,8,1630,1994, , , , ,201.414037265
2123, ,Fern Hollow,Rd, ,Fern Hollow Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53717,8,1630,1994, , , , ,2649.29449705
2124, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76666,4,1630,1994, , , , ,345.063340352
2125, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76654,9,1630,2004, , , , ,443.959088288
2126, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76654,9,1630,2004, , , , ,111.854885765
2127, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76670,16,1630,1994, , , , ,250.588617578
2128, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76652,8,1630,2004, , , , ,163.049515391
2129, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56929,20,1630,1994, , , , ,44.095785771
2130, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56998,30,1630,2004, , , , ,603.591186269
2131, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76652,8,1630,2004, , , , ,305.731848931
2132, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76665,4,1630,1994, , , , ,77.234439667
2133, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56998,30,1630,2004, , , , ,5.58910756016
2134, ,Clinton,Ave, ,Clinton Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76664,1,1630,1994, , , , ,151.585995151
2135, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73916,18,1630,1994, , , , ,116.757792714
2136, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76657,62,1630,1994, , , , ,982.336625789
2137, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72702,21,1630,1994, , , , ,1220.24364232
2138, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,57037,28,1630,2004, , , , ,980.302977709
2139, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76656,63,1630,1994, , , , ,181.082112709
2140, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76695,68,1630,1994, , , , ,84.9076434143
2141, ,Thomas Run And Oakdale,Rd, ,Thomas Run And Oakdale Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,72697,17,1630,1994, , , , ,112.606253249
2142, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,57026,22,1630,1994, , , , ,2404.61530518
2143, ,Forest Grove,Rd, ,Forest Grove Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55577,14,1630,1994, , , , ,536.431850104
2144, ,Duff City,Rd, ,Duff City Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53588,21,1630,1994, , , , ,698.535532504
2145, ,Battle Ridge,Rd, ,Battle Ridge Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56999,28,1630,1994, , , , ,1282.59707998
2146, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76653,8,1630,1994, , , , ,127.797305631
2147, ,Boyes Home,Rd, ,Boyes Home Rd, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,72145,2,1630,1994, , , , ,87.5378945355
2148, ,Oakdale,Rd, ,Oakdale Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,71924,8,1630,1994, , , , ,25.6257088688
2149, ,Union,Ave, ,Union Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76663,3,1630,1994, , , , ,1372.60745235
2150, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73059,23,1630,1994, , , , ,694.416114536
2151, ,Union,Ave, ,Union Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76662,17,1630,1994, , , , ,217.01031487
2152, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73058,1,1630,1994, , , , ,31.4100863644
2153, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73057,3,1630,1994, , , , ,232.166871973
2154, ,E State,Ave, ,E State Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76660,24,1630,1994, , , , ,216.025161385
2155, ,US Hwy 22,Ramp, ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,72473,10,1660,1994, , , , ,844.788575364
2156, ,Union,Ave, ,Union Ave, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76661,21,1630,1994, , , , ,357.877512493
2157, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54580,20,1660,1994, , , , ,341.905233127
2158, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 978,76659,35,1630,1994, , , , ,122.583518817
2159, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73071,7,1630,1994, , , , ,2525.089943
2160, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75953,9,1660,1994, , , , ,3310.93320336
2161, ,US Hwy 22,Ramp, ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,72475,10,1660,1994, , , , ,173.688222909
2162, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73052,9,1630,1994, , , , ,700.082979725
2163, ,Mckee,Rd, ,Mckee Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56496,10,1630,1994, , , , ,820.149945798
2164, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75978,64,1650,1994, , , , ,35.5757382658
2165, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73054,22,1630,1994, , , , ,1026.25300203
2166, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75944,48,1650,1994, , , , ,607.76843448
2167, ,Forest Grove,Rd, ,Forest Grove Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55619,17,1630,1994, , , , ,416.892537362
2168, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75975,30,1660,1994, , , , ,214.0421885
2169, ,Forest Grove,Rd, ,Forest Grove Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55581,14,1630,1994, , , , ,49.3323145046
2170, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73050,22,1630,1994, , , , ,218.006339791
2171, ,Broad,St, ,Broad St, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,68302,21,1620,1994, , , , ,130.062854274
2172, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76707,15,1630,1994, , , , ,55.4889917427
2173, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73049,24,1630,1994, , , , ,203.332236979
2174, ,Boys Home,Rd, ,Boys Home Rd, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,72144,4,1630,1994, , , , ,344.732819572
2175, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76713,31,1630,1994, , , , ,1162.51148788
2176, ,I-79, , ,I-79, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,I 79,75455,94,1660,1994, , , , ,265.314204208
2177, ,Narrows Run,Rd, ,Narrows Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 51,76356,72,1620,1994, , , , ,938.836410662
2178, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76712,1,1630,1994, , , , ,719.318823822
2179, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54588,19,1630,1994, , , , ,487.650386293
2180, ,Ingomar,Rd, ,Ingomar Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53597,41,1630,1994, , , , ,65.2998245629
2181, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76710,13,1630,1994, , , , ,72.3554723617
2182, ,Ingomar,Rd, ,Ingomar Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53610,18,1630,1994, , , , ,1446.20413039
2183, ,Mc Kees Rocks,Brdg, ,Mc Kees Rocks Brdg, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0, ,55914,160,1620,1994, , , , ,692.055380906
2184, ,Narrows Run,Rd, ,Narrows Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 51,76354,75,1620,1994, , , , ,294.279907341
2185, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75947,64,1650,1994, , , , ,1197.00782445
2186, ,I-79,Ramp, ,I-79 Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,I 79,75452,9,1650,1994, , , , ,7525.61393058
2187, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54457,39,1630,1994, , , , ,344.356624294
2188, ,Perry,Hwy, ,Perry Hwy, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0,US 19,77100,23,1620,1994, , , , ,198.403781711
2189, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75977,37,1660,1994, , , , ,247.592635003
2190, ,I-79, , ,I-79, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,I 79,75451,6,1650,1994, , , , ,6938.38243858
2191, ,US Hwy 22, , ,US Hwy 22, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,US 22,75976,37,1660,1994, , , , ,208.203516369
2192, ,Mc Kees Rocks,Brdg, ,Mc Kees Rocks Brdg, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0, ,55896,134,1620,1994, , , , ,147.281079802
2193, ,Babcock,Blvd, ,Babcock Blvd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,21390,124,1620,1994, , , , ,414.580341741
2194, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73910,4,1630,1994, , , , ,228.449251824
2195, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73075,20,1630,1994, , , , ,348.079552006
2196, ,Benton,Ave, ,Benton Ave, ,901,999,900,956,San Pedro St,Hofburn St,15212,15212,100,100,City,Blue, ,2,A31, ,n,388, ,161,51622877,1600,1994, , , , ,400.14675307
2197, ,Peebles School,Rd, ,Peebles School Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54019,108,1630,1994, , , , ,710.82334481
2198, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73056,8,1630,1994, , , , ,174.781064501
2199, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76729,20,1630,1994, , , , ,468.130667884
2200, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77436,13,1630,1994, , , , ,384.943522454
2201, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73055,7,1630,1994, , , , ,584.950894688
2202, ,Gibsonia Wexford,Rd, ,Gibsonia Wexford Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77427,9,1630,2004, , , , ,321.12784919
2203, ,Steubenville,Pike, ,Steubenville Pike, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 60,76728,18,1630,1994, , , , ,515.472825043
2204, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77434,42,1630,1994, , , , ,169.416280185
2205, ,Campbells Run,Rd, ,Campbells Run Rd, ,0,0,0,0, , , , , , ,County,Yellow,Yes,0, , , ,0, ,73061,18,1630,1994, , , , ,1434.51861303
2206, ,Camp Horne,Rd, ,Camp Horne Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,71692,59,1630,1994, , , , ,12.2666325633
2207, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76721,14,1650,1994, , , , ,693.62150032
2208, ,Fleming Park,Rd, ,Fleming Park Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 51,76317,36,1650,1994, , , , ,95.7606949016
2209, ,Camp Horne,Rd, ,Camp Horne Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,24911,55,1630,1994, , , , ,372.719899206
2210, ,Beaver Grade,Rd, ,Beaver Grade Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,56153,12,1630,1994, , , , ,404.00512625
2211, ,Wexford Bayne,Rd, ,Wexford Bayne Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 910,77435,7,1630,1994, , , , ,1399.49945225
2212, ,Fleming Park,Rd, ,Fleming Park Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 51,76317,36,1650,1994, , , , ,14.8954613002
2213, ,Camp Horne,Rd, ,Camp Horne Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,71692,59,1630,1994, , , , ,269.469189146
2214, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,74690,23,1630,1994, , , , ,19.5208010831
2215, ,Island,Ave, ,Island Ave, ,0,0,0,0, , , , , , , ,Blue,Yes,0, , , ,0,PA 51,76291,105,1630,1994, , , , ,278.097999215
2216, ,Forest Grove,Rd, ,Forest Grove Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55089,48,1630,1994, , , , ,77.2914725477
2217, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,74689,23,1630,1994, , , , ,13.1225038975
2218, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,23862,7,1630,1994, , , , ,1023.59800389
2219, ,Corapolis,Blvd, ,Corapolis Blvd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 51,76306,42,1630,1994, , , , ,61.1618369829
2220, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,30381,25,1630,1994, , , , ,321.087041832
2221, ,Corapolis,Blvd, ,Corapolis Blvd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 51,76305,42,1630,1994, , , , ,233.103498877
2222, ,Beaver Grade,Rd, ,Beaver Grade Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,56121,19,1630,1994, , , , ,255.925778025
2223, ,Beers School,Rd, ,Beers School Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,55001,11,1620,1994, , , , ,1113.55474118
2224, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76701,4,1650,1994, , , , ,358.797008445
2225, ,Arndt,Rd, ,Arndt Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,53991,6,1630,1994, , , , ,736.710072198
2226, ,Ridge,Rd, ,Ridge Rd, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,71775,13,1660,2004, , , , ,1131.4086418
2227, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,54641,40,1630,2004, , , , ,646.620495527
2228, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,79632,39,1630,1994, , , , ,483.856908183
2229, ,Peebles School,Rd, ,Peebles School Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,53973,98,1630,1994, , , , ,323.755372107
2230, ,Blackburn,Rd, ,Blackburn Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73907,6,1630,1994, , , , ,439.186642564
2231, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,I 279,75924,11,1650,1994, , , , ,30.0174367532
2232, ,Lowries Run,Rd, ,Lowries Run Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54461,39,1630,1994, , , , ,248.022126077
2233, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76719,18,1650,2004, , , , ,659.795961344
2234, ,Peebles School,Rd, ,Peebles School Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,53965,46,1630,1994, , , , ,11.0651239223
2235, ,I-79, , ,I-79, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,I 79,76587,31,1650,1994, , , , ,1381.28908425
2236, ,Camp Horne,Rd, ,Camp Horne Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,24774,50,1630,1994, , , , ,1020.2406737
2237, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,30452,23,1630,1994, , , , ,591.86254052
2238, ,Beers School,Rd, ,Beers School Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,55095,13,1620,1994, , , , ,743.719256248
2239, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76718,25,1650,1994, , , , ,662.482434743
2240, ,Broad,St, ,Broad St, ,0,0,0,0, , , , , , , ,Orange, ,0, , , ,0, ,21618,142,1630,1994, , , , ,117.149893446
2241, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76702,36,1650,1994, , , , ,1028.78165669
2242, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,29311,53,1630,1994, , , , ,1132.55943051
2243, ,Airport,Pkwy, ,Airport Pkwy, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 60,76699,7,1660,1994, , , , ,2124.28784156
2244, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,29007,49,1630,1994, , , , ,481.879994532
2245, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,68872,25,1630,1994, , , , ,272.230127806
2246, ,Silver,Ln, ,Silver Ln, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,74687,24,1630,1994, , , , ,43.8822914596
2247, ,Camp Horn,Rd, ,Camp Horn Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,24338,16,1630,1994, , , , ,2458.9230252
2248, ,Benton,Ave, ,Benton Ave, ,849,899,824,898,Benton Pl,Lapish Rd,15212,15212,100,100,City,Blue, ,2,A31, ,n,289, ,123,51622850,1600,1994, , , , ,408.87201102
